name,height,reach,stance,rating,rd,volatility,tot_str_pct,td_pct,sig_str_pct,head_sig_str_pct,body_sig_str_pct,leg_sig_str_pct,dist_sig_str_pct,clch_sig_str_pct,gnd_sig_str_pct,avg_kd,avg_tot_str_lnd,avg_td_lnd,avg_sub_att,avg_rev,avg_ctrl,avg_sig_str_lnd,avg_head_sig_str_lnd,avg_body_sig_str_lnd,avg_leg_sig_str_lnd,avg_dist_sig_str_lnd,avg_clch_sig_str_lnd,avg_gnd_sig_str_lnd
Jason Godsey,74,74,Orthodox,1320.687947074208,247.162368118931,0.05999826410316504,0.53125,0.5,0.21428571428571427,0.0,0.5,0.5,0.17142857142857143,0.25,0.0,0.0,8.5,0.5,0.0,0.0,39.5,1.5,0.0,1.0,0.5,1.0,0.5,0.0
Allan Goes,72,72,Orthodox,1401.55799752635,291.8651391221871,0.05999924844840032,0.7678571428571429,0.0,0.7346938775510204,0.5925925925925926,1.0,0.8888888888888888,0.6904761904761905,1.0,1.0,0.5,21.5,0.0,0.0,0.0,0.0,18.0,8.0,2.0,8.0,14.5,3.0,0.5
Billy Ray Goff,70,72,Switch,1513.619611624313,248.8383296923528,0.05999849846247998,0.4849692601229595,0.041666666666666664,0.46822584455468935,0.32011605415860733,0.5977272727272727,0.8138888888888889,0.4595827900912647,0.8076923076923077,0.2,0.5,43.0,0.16666666666666666,0.0,0.0,43.5,39.33333333333333,17.166666666666664,9.5,12.666666666666668,36.0,2.333333333333333,1.0
Hannah Goldy,64,61,Orthodox,1257.4345154558034,183.95495712726805,0.0600004133015646,0.4392744234812727,0.08095238095238096,0.41176587521546304,0.22260734412720992,0.8072303921568628,0.6634615384615385,0.3493392048564462,0.605807453416149,0.16842105263157894,0.0,21.866666666666667,0.2,0.2,0.0,57.46666666666666,16.733333333333334,6.9333333333333345,5.733333333333333,4.066666666666666,11.066666666666666,4.6,1.0666666666666667
Marcelo Golm,75,75,Orthodox,1323.2357489182377,188.58478092985038,0.05999758248219125,0.5813691496015881,0.25,0.5384738186462324,0.45760095687317165,0.6744505494505495,0.9852941176470589,0.4391711229946524,0.8148692810457516,0.21739130434782608,0.0,25.333333333333336,0.25,0.25,0.0,28.166666666666668,18.5,13.75,2.1666666666666665,2.583333333333333,7.833333333333334,5.666666666666666,5.0
Denise Gomes,62,63,Orthodox,1655.8794167683059,159.17430690418925,0.060004073077061244,0.6838568528572845,0.2222222222222222,0.5884600611436974,0.48957076568373864,0.6512626262626262,0.6064814814814815,0.49358781218442466,0.6264069264069264,0.4897292250233427,0.25,32.666666666666664,0.3055555555555555,0.27777777777777773,0.27777777777777773,70.02777777777777,18.666666666666668,10.222222222222221,5.222222222222222,3.2222222222222228,9.694444444444445,4.722222222222222,4.25
Ulysses Gomez,66,66,Orthodox,1216.3704038621345,246.9252161511322,0.059999177544945964,0.29610940470966796,0.0,0.29610940470966796,0.14541103603603603,0.375,0.7353896103896104,0.272562893081761,0.5,0.0,0.0,13.833333333333332,0.0,0.0,0.0,12.833333333333334,13.833333333333332,4.833333333333333,1.5,7.5,12.333333333333332,1.5,0.0
Joey Gomez,70,73,Orthodox,1281.291254695489,240.05938021805184,0.05999847570600154,0.3342138364779874,0.5,0.26739850869925436,0.20076650943396226,0.45588235294117646,0.9230769230769231,0.22845336481700118,0.625,0.0,0.16666666666666666,15.75,0.25,0.0,0.0,8.666666666666666,11.083333333333332,6.833333333333333,1.6666666666666667,2.583333333333333,8.583333333333332,2.5,0.0
Silvana Gomez Juarez,63,65,Orthodox,1231.0738180712603,205.86159748874857,0.059999311198078414,0.4491226626058087,0.0,0.4364417795976731,0.41632326007326004,0.2,0.3194444444444444,0.42175279675279675,0.29166666666666663,0.14583333333333334,0.5,12.333333333333332,0.0,0.0,0.0,18.583333333333332,11.666666666666668,8.833333333333334,2.0,0.8333333333333334,9.25,0.6666666666666666,1.75
Takanori Gomi,67,70,Southpaw,1519.7376476482625,116.09469121738957,0.05999830367348531,0.3438846551695472,0.038461538461538464,0.31437016097256076,0.20911929907287996,0.6022141515175571,0.3205785667324129,0.2914359067548264,0.2787212787212787,0.25961538461538464,0.10256410256410256,14.653846153846153,0.02564102564102564,0.0,0.02564102564102564,18.307692307692307,11.23076923076923,6.833333333333333,3.5897435897435894,0.8076923076923077,9.743589743589745,0.9615384615384616,0.5256410256410257
William Gomis,72,73,Southpaw,1853.0874538748105,185.4641843581159,0.060000634089823965,0.5585148765114079,0.12,0.5071129709278482,0.33829567086459267,0.5570236299648064,0.9185529715762273,0.48273372340016285,0.6079365079365079,0.12,0.0,23.0,0.2,0.13333333333333333,0.06666666666666667,58.0,17.0,7.066666666666667,4.6,5.333333333333333,14.73333333333333,2.066666666666667,0.2
Akihiro Gono,67,68,Switch,1540.9159324270265,238.96434052344375,0.06000102558641367,0.5970128877238969,0.5833333333333334,0.49566694987255727,0.28404558404558405,0.6307692307692307,0.7037037037037037,0.46097711811997527,0.6126984126984126,0.7222222222222222,0.16666666666666666,14.944444444444443,0.5,0.16666666666666666,0.1111111111111111,46.77777777777778,11.5,3.8888888888888893,3.3888888888888893,4.222222222222222,9.333333333333334,1.1666666666666667,1.0
Gabriel Gonzaga,74,76,Orthodox,1661.2250589436544,98.92537530787187,0.059996710999840955,0.625401263727839,0.40918109668109665,0.5517076604201882,0.41200938236834295,0.6264069264069264,0.5726306224969326,0.4099579621444946,0.43068181818181817,0.48470891150316986,0.26515151515151514,12.606060606060606,0.6742424242424242,0.32575757575757575,0.0,65.77272727272727,7.924242424242425,5.265151515151515,1.1818181818181819,1.4772727272727273,3.659090909090909,1.0909090909090908,3.174242424242424
Lewis Gonzalez,70,70,Orthodox,1323.3009586536716,268.81480012749495,0.05999948171706851,0.5698924731182796,0.3333333333333333,0.375,0.25,0.6,0.8333333333333334,0.22857142857142856,0.6153846153846154,0.625,0.0,17.666666666666668,0.6666666666666666,0.0,0.3333333333333333,93.33333333333333,7.0,3.3333333333333335,2.0,1.6666666666666667,2.6666666666666665,2.6666666666666665,1.6666666666666667
Jason Gonzalez,74,74,Southpaw,1394.4940383911226,201.28221513625004,0.05999764747729411,0.37388888888888894,0.0,0.366795865633075,0.29055555555555557,0.5119047619047619,0.4375,0.34752084741942757,0.5,0.125,0.0,9.375,0.0,0.25,0.0,1.75,8.75,5.625,1.125,2.0,7.75,0.875,0.125
Pearl Gonzalez,64,64,Orthodox,1288.595738082806,251.2156786006281,0.059998680550670765,0.5410743575724439,0.3333333333333333,0.3979371921182266,0.2126879354602127,0.6666666666666667,0.86,0.3559633027522936,0.9375,0.5,0.0,22.0,0.3333333333333333,0.16666666666666666,0.0,114.5,10.666666666666668,5.333333333333334,1.1666666666666667,4.166666666666667,9.0,1.5,0.16666666666666666
Erick Gonzalez,71,75,Orthodox,1290.103239067701,223.38221986648085,0.05999739945250493,0.45291005291005293,0.38888888888888884,0.39408589624106866,0.3546576879910213,0.7000000000000001,0.7222222222222222,0.3819444444444444,0.3333333333333333,0.16666666666666666,0.0,10.666666666666666,1.5,0.0,0.0,55.333333333333336,7.666666666666667,5.333333333333333,1.1666666666666667,1.1666666666666667,7.166666666666667,0.3333333333333333,0.16666666666666666
Lyman Good,72,74,Orthodox,1731.5033279905692,151.77808234707257,0.05999833881587349,0.4532695391972796,0.16666666666666666,0.43136165576044944,0.3874126273946497,0.6306944444444444,0.7140151515151515,0.32809271628590225,0.7703703703703703,0.6153846153846154,0.3055555555555555,21.833333333333332,0.05555555555555555,0.0,0.0,6.0,19.36111111111111,14.138888888888888,3.3055555555555554,1.9166666666666667,13.666666666666666,4.333333333333333,1.3611111111111114
Jared Gooden,72,77,Orthodox,1406.863909957708,164.31882699591074,0.06000143687722918,0.6029694090995463,0.4642857142857143,0.5094272060276744,0.42335785820128713,0.5804761904761905,0.7803030303030303,0.4796203618239316,0.7925170068027211,0.3904761904761905,0.14285714285714285,28.952380952380953,0.35714285714285715,0.11904761904761904,0.0,17.642857142857142,19.833333333333336,11.69047619047619,5.095238095238095,3.0476190476190474,17.214285714285715,1.5476190476190477,1.0714285714285714
Gary Goodridge,75,75,Orthodox,1643.3744961308557,160.80021206415165,0.05999769966471513,0.6569826007326007,0.41666666666666663,0.5568910256410257,0.47644927536231885,0.25,0.375,0.2327651515151515,0.33072916666666663,0.4,0.0,10.875,0.5,0.125,0.25,0.0,5.5,4.375,0.625,0.5,1.375,2.0,2.125
Gerard Gordeau,77,77,Orthodox,1680.7280342713298,223.19846682965877,0.059999644177295745,0.41568627450980394,0.0,0.41568627450980394,0.37948717948717947,0.3333333333333333,0.3333333333333333,0.3194444444444444,0.0,0.5555555555555555,0.3333333333333333,4.666666666666667,0.0,0.0,0.0,0.0,4.666666666666667,3.3333333333333335,0.3333333333333333,1.0,2.0,0.0,2.6666666666666665
Eddie Gordon,72,76,Orthodox,1327.1682676559535,200.3459775158249,0.05999935945761496,0.555741928753977,0.5,0.3970238095238095,0.38855772524837273,0.375,0.25,0.26924587588373916,0.20833333333333331,0.6428571428571428,0.25,21.75,0.5,0.0,0.125,86.79166666666667,10.583333333333334,10.333333333333334,0.16666666666666666,0.08333333333333333,5.583333333333333,0.41666666666666663,4.583333333333333
Jared Gordon,69,68,Orthodox,1759.0111635110284,112.72062909454303,0.06000091139543377,0.6480796625346503,0.24617346938775508,0.5621154587139953,0.5186516946648095,0.6240760033012404,0.7189102564102564,0.49563636854521326,0.6635875259194587,0.6411572608423103,0.07142857142857142,45.44047619047619,0.5238095238095238,0.0,0.07142857142857142,90.58333333333334,25.940476190476186,19.428571428571427,4.059523809523809,2.4523809523809526,17.392857142857142,3.5476190476190474,5.0
Malcolm Gordon,67,71,Switch,1335.6297615055564,163.8617275929903,0.06000070153197696,0.4026096014972545,0.45454545454545453,0.3119694528529115,0.27204849166469636,0.5238095238095238,0.32142857142857145,0.24270953752661067,0.38775510204081637,0.3442028985507246,0.0,13.857142857142858,0.35714285714285715,0.2619047619047619,0.33333333333333337,48.595238095238095,6.928571428571429,5.833333333333334,0.47619047619047616,0.619047619047619,3.857142857142857,0.8333333333333334,2.238095238095238
Tresean Gore,72,75,Switch,1484.8794546868587,196.1796946648168,0.05999829902377495,0.6347089947089948,0.6041666666666666,0.605,0.2740049751243781,0.5955882352941176,0.7916666666666666,0.6129113924050633,0.5291666666666667,0.25,0.0,12.166666666666668,0.7916666666666666,0.4583333333333333,0.0,38.33333333333333,8.75,3.9583333333333335,1.875,2.9166666666666665,6.875,1.5416666666666665,0.3333333333333333
Alex Gorgees,74,74,Switch,1337.6891060937023,290.31896371798047,0.05999967537233814,0.5116279069767442,0.0,0.3225806451612903,0.23809523809523808,0.6,0.4,0.19230769230769232,1.0,0.0,0.0,7.333333333333333,0.0,0.0,0.0,0.0,3.3333333333333335,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.0
Themba Gorimbo,73,77,Orthodox,1742.7886812750357,159.29042783507543,0.060002547981307476,0.6580883914491039,0.4976851851851852,0.6289773473828592,0.46940739916915425,0.8809523809523809,0.7916666666666666,0.5328322440087147,0.6887651821862347,0.41445856019358746,0.2222222222222222,24.138888888888886,1.0,0.1111111111111111,0.25,113.16666666666667,11.333333333333334,6.111111111111111,3.4722222222222228,1.75,5.138888888888889,3.194444444444444,3.0
Tim Gorman,65,65,Southpaw,1291.536970148257,245.24366715139874,0.059998557385974094,0.4179003386550556,0.09090909090909091,0.2859443294225903,0.26875,0.625,0.55,0.24751470886589572,0.7692307692307692,0.0,0.0,20.166666666666668,0.3333333333333333,0.0,0.0,90.33333333333334,13.666666666666666,12.5,0.3333333333333333,0.8333333333333333,12.0,1.6666666666666667,0.0
Chase Gormley,75,75,Orthodox,1229.7502180540696,239.5261212168296,0.05999906187458957,0.34523809523809523,0.5,0.3405797101449275,0.29166666666666663,0.2857142857142857,0.0,0.2833333333333333,0.5,0.16666666666666666,0.0,6.0,0.5,0.5,0.0,44.5,5.0,3.0,2.0,0.0,1.5,1.0,2.5
Jonathan Goulet,72,73,Orthodox,1561.6023525916837,141.3480355733044,0.05999391493083329,0.44525650734507255,0.3851851851851852,0.339230350259762,0.25389309764309764,0.5,0.2432098765432099,0.28316304810557685,0.12070707070707071,0.19556194125159643,0.1111111111111111,11.574074074074074,0.8888888888888888,0.14814814814814814,0.14814814814814814,68.83333333333333,4.62962962962963,3.2777777777777777,0.7222222222222222,0.6296296296296295,2.2777777777777777,0.7592592592592593,1.5925925925925926
Thibault Gouti,70,72,Orthodox,1298.4565209339685,188.80038183274237,0.06000358570356771,0.34837839176074475,0.13333333333333333,0.3076540587808905,0.2768778413939704,0.3403381642512077,0.6127946127946128,0.27626406587674196,0.16435185185185183,0.40277777777777773,0.16666666666666666,18.27777777777778,0.2222222222222222,0.05555555555555555,0.05555555555555555,27.111111111111114,15.0,12.111111111111112,1.5555555555555556,1.3333333333333333,11.166666666666666,2.388888888888889,1.4444444444444444
Wilson Gouveia,73,76,Orthodox,1673.3224196355768,134.49329547418287,0.06000110191941986,0.49364186215212086,0.35,0.4295479766073519,0.3513079527711272,0.45,0.6913218390804599,0.38710445381372016,0.29134199134199135,0.6074770258980785,0.3,16.766666666666666,0.23333333333333334,0.5833333333333333,0.0,30.71666666666667,12.683333333333334,9.2,0.36666666666666664,3.1166666666666663,9.033333333333335,0.9,2.75
Damian Grabowski,73,75,Orthodox,1189.2993604837932,198.6355952726942,0.05999753754007456,0.39883040935672515,0.0,0.34278959810874704,0.3666666666666667,0.2631578947368421,0.2280701754385965,0.11175337186897881,0.5555555555555555,0.16666666666666666,0.0,8.666666666666666,0.0,0.0,0.0,0.1111111111111111,8.222222222222223,5.111111111111112,1.6666666666666667,1.4444444444444444,6.444444444444444,1.4444444444444446,0.3333333333333333
Royce Gracie,73,73,Southpaw,1960.5585422705572,144.03626460765818,0.05999385832715961,0.7263691198388555,0.3333333333333333,0.3334093442789095,0.34551282051282056,0.17435897435897435,0.24615384615384617,0.11047008547008547,0.2071005917159763,0.258974358974359,0.0,38.5,0.46153846153846156,1.0769230769230769,0.23076923076923078,0.0,2.730769230769231,1.3846153846153846,0.5384615384615384,0.8076923076923077,0.7307692307692307,1.0769230769230769,0.9230769230769231
Renzo Gracie,70,70,Orthodox,1455.0513135875462,308.2494602577406,0.05999930703788171,0.3119266055045872,0.0,0.3119266055045872,0.18604651162790697,0.7777777777777778,0.8,0.2815533980582524,0.8333333333333334,0.0,0.0,11.333333333333334,0.0,0.0,0.0,0.0,11.333333333333334,5.333333333333333,4.666666666666667,1.3333333333333333,9.666666666666666,1.6666666666666667,0.0
Rolles Gracie,76,76,Orthodox,1337.6891060937023,290.31896371798047,0.05999967537233814,0.38461538461538464,0.1,0.32608695652173914,0.2926829268292683,0.75,0.0,0.25,0.625,0.5,0.0,10.0,0.5,0.0,0.0,51.0,7.5,6.0,1.5,0.0,4.5,2.5,0.5
Roger Gracie,76,79,Orthodox,1337.6891060937023,290.31896371798047,0.05999967537233814,0.45161290322580644,0.5,0.41379310344827586,0.36363636363636365,0.6,0.5,0.22727272727272727,1.0,1.0,0.0,4.666666666666667,0.6666666666666666,0.0,0.0,68.66666666666667,4.0,2.6666666666666665,1.0,0.3333333333333333,1.6666666666666667,2.0,0.3333333333333333
Kron Gracie,69,70,Southpaw,1504.6548158756043,178.57994557890055,0.05999734692074631,0.5778875620612909,0.125,0.346237973967176,0.30639563292105665,0.25,0.5279761904761905,0.33366589550800074,0.421875,0.125,0.0,31.583333333333336,0.25,0.3333333333333333,0.0,22.583333333333332,10.833333333333332,8.166666666666666,0.49999999999999994,2.1666666666666665,9.75,1.0,0.08333333333333333
Bogdan Grad,68,70,Orthodox,1634.1312757409073,271.1065120003892,0.05999915668655036,0.686046511627907,0.375,0.696969696969697,0.7,0.5,0.75,0.5,0.75,0.7727272727272727,0.0,29.5,1.5,0.0,0.0,129.0,23.0,21.0,0.5,1.5,4.5,1.5,17.0
Steven Graham,73,73,Orthodox,1532.687237111712,247.46327953139283,0.05999931196499315,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miranda Granger,67,68,Orthodox,1215.162168347817,200.07523417613749,0.06000147907869879,0.5609870774200992,0.0,0.48899629781982723,0.348519536019536,0.6416666666666666,0.7875,0.4285523504273504,0.617948717948718,0.25,0.0,16.666666666666668,0.0,0.0,0.08333333333333333,18.875,10.458333333333332,5.041666666666667,1.6666666666666665,3.75,7.541666666666666,2.5833333333333335,0.3333333333333333
TJ Grant,70,72,Orthodox,1863.5920724999012,123.63716785939587,0.06000193106899687,0.6186690755917716,0.30714285714285716,0.5185035102365907,0.40186142011012543,0.7557141217368489,0.8310606060606062,0.4330412703160087,0.6586088661940055,0.5306138306138306,0.45454545454545453,29.3030303030303,0.4848484848484848,0.1515151515151515,0.1515151515151515,72.36363636363636,22.0,13.212121212121211,6.303030303030304,2.484848484848485,12.515151515151514,6.696969696969697,2.787878787878788
Davey Grant,68,69,Orthodox,1654.524720532595,121.43942664417625,0.060005101189903653,0.48687180638416183,0.2205128205128205,0.4663995847832956,0.30943925310128984,0.6178792518367862,0.8388411523444967,0.4484549671994763,0.3565268065268065,0.45087364742537156,0.11538461538461539,24.743589743589745,0.3076923076923077,0.05128205128205128,0.05128205128205128,35.820512820512825,22.23076923076923,9.333333333333334,7.41025641025641,5.487179487179487,19.653846153846153,1.2948717948717947,1.2820512820512822
Dwight Grant,73,76,Switch,1523.7295721057485,148.3596155067279,0.06000470976192401,0.3810416841917666,0.5,0.3595791089121312,0.2809009878750114,0.7679738562091504,0.829647435897436,0.34488795264045136,0.7708333333333333,0.5691287878787878,0.3125,18.6875,0.1875,0.0,0.0,10.833333333333334,17.0,11.6875,2.2708333333333335,3.0416666666666665,12.958333333333334,0.8333333333333334,3.2083333333333335
Alexa Grasso,65,66,Orthodox,1838.1471089701386,110.27742858239898,0.059998279165770455,0.601193106782399,0.21153846153846154,0.44652668421049885,0.3775202006435687,0.5991819774428471,0.6085800361871929,0.35216885636987105,0.8184523809523809,0.6722222222222223,0.015384615384615385,39.16153846153846,0.2358974358974359,0.2448717948717949,0.0923076923076923,35.853846153846156,20.28846153846154,12.693589743589742,3.8666666666666667,3.7282051282051283,16.03846153846154,3.4256410256410255,0.8243589743589743
Tony Gravely,65,69,Orthodox,1570.6393515989093,147.78638846380002,0.05999466915339319,0.5170492246566907,0.3778792286145227,0.4628121942111665,0.37746287556796493,0.5944861173309449,0.7872023809523809,0.37209507701438693,0.5574009324009324,0.5606586788652006,0.3125,20.8125,1.4791666666666667,0.0,0.0,103.16666666666667,14.854166666666666,9.520833333333334,2.3125,3.0208333333333335,8.625,2.6875,3.5416666666666665
Michael Graves,70,71,Orthodox,1761.724419134309,219.45205837970295,0.05999791766151763,0.6870370370370371,0.49523809523809526,0.5166666666666667,0.47142857142857136,0.75,0.5,0.2929292929292929,0.8461538461538461,0.6931372549019609,0.0,13.222222222222223,1.4444444444444446,0.16666666666666666,0.1111111111111111,161.61111111111111,5.833333333333333,4.555555555555555,0.8333333333333334,0.4444444444444444,1.888888888888889,1.2222222222222223,2.722222222222222
King Green,70,71,Orthodox,1798.3997770124442,84.63939464014312,0.06000352712848165,0.5601478377852565,0.31858974358974357,0.5393763565708646,0.4169643971404525,0.6907953321578109,0.7663198660314046,0.4832082965535344,0.595949359378152,0.4049542611415521,0.14102564102564102,30.16025641025641,0.3076923076923077,0.0641025641025641,0.05128205128205128,33.55769230769231,27.10897435897436,15.91025641025641,6.493589743589744,4.705128205128205,22.256410256410255,2.3525641025641026,2.5
Desmond Green,70,73,Southpaw,1764.7941162570426,144.86558322249405,0.059997358708238184,0.5194402178494382,0.42857142857142855,0.49649195458258966,0.40549750634043014,0.6686430127606597,0.7698621553884711,0.4503304639399266,0.5494047619047618,0.3782312925170069,0.14285714285714285,20.61904761904762,0.5714285714285714,0.0,0.0,17.285714285714285,18.761904761904763,12.666666666666666,3.5238095238095233,2.5714285714285716,14.571428571428571,1.5714285714285714,2.6190476190476195
Gabe Green,70,73,Switch,1509.8279926159744,186.1799506302672,0.059997328271775174,0.4950259397770044,0.25,0.45550202899368497,0.28432024324881466,0.8216954022988506,0.9154067584480601,0.43524411765242643,0.3742857142857143,0.28097165991902834,0.13333333333333333,30.4,0.2,0.06666666666666667,0.0,26.833333333333332,25.133333333333333,11.533333333333333,7.7,5.9,22.53333333333333,0.8,1.8
Maurice Greene,79,80,Orthodox,1549.498420416041,141.33393566869626,0.05999800720615957,0.5415271183428798,0.0,0.4795989301236377,0.34557583221376326,0.6312200956937799,0.8331133919843597,0.4429094394167924,0.51875,0.1607142857142857,0.25,18.854166666666668,0.0,0.16666666666666666,0.0,8.666666666666668,14.375,6.875,2.5833333333333335,4.916666666666667,12.208333333333334,1.8541666666666667,0.3125
Matt Grice,68,70,Orthodox,1338.0332606314548,163.31439222838975,0.05999700810006195,0.6475619510041147,0.3792517006802721,0.5195875381950834,0.4167693577045505,0.625,0.43650793650793646,0.3150793650793651,0.45884861407249466,0.44300834710144504,0.23809523809523808,34.38095238095238,0.5238095238095238,0.19047619047619047,0.0,122.38095238095238,18.19047619047619,14.095238095238093,2.4285714285714284,1.6666666666666665,4.476190476190476,3.952380952380952,9.761904761904761
Forrest Griffin,75,77,Orthodox,1944.5751079708975,114.26484747283835,0.06000132010154483,0.42060541102744353,0.19576719576719578,0.3625871177219066,0.2840186629288669,0.4443906997142291,0.6292778181751294,0.3178353301235487,0.4648205120089467,0.3373401010708164,0.06666666666666667,27.173333333333336,0.26666666666666666,0.19555555555555554,0.06666666666666667,34.93777777777778,19.493333333333332,11.702222222222222,2.6355555555555554,5.155555555555555,15.035555555555556,2.7066666666666666,1.751111111111111
Tyson Griffin,66,68,Orthodox,1658.641891540737,119.55895388261312,0.059998365666391815,0.5080110432786221,0.33562271062271065,0.38432099964271105,0.2627819038062818,0.596449383949384,0.8137128977465112,0.33560407125934655,0.5357524828113064,0.4049812030075188,0.05952380952380952,24.547619047619047,0.5238095238095238,0.2857142857142857,0.023809523809523808,55.15476190476191,15.797619047619047,8.190476190476192,3.3214285714285716,4.285714285714286,11.880952380952381,2.0,1.9166666666666665
Max Griffin,71,76,Orthodox,1740.3824061216933,105.17825601365871,0.059998687637100846,0.5342322547938714,0.29483065953654186,0.47814617786959285,0.41572070994941396,0.7225606179166552,0.7389869322713147,0.4674487248020145,0.6179322638146167,0.4503119429590018,0.196078431372549,21.137254901960784,0.392156862745098,0.0784313725490196,0.058823529411764705,44.03921568627451,17.3921568627451,11.588235294117647,3.333333333333333,2.4705882352941178,14.333333333333332,1.5686274509803921,1.4901960784313726
Jordan Griffin,70,73,Southpaw,1313.9508085316072,198.65841486657212,0.05999866357421139,0.5569889091280535,0.36428571428571427,0.4969767452722237,0.46513574982231704,0.8303030303030303,0.13333333333333333,0.453861403557043,0.5333333333333333,0.6105263157894737,0.0,15.933333333333334,0.4666666666666666,0.6333333333333333,0.3333333333333333,75.7,11.766666666666667,10.166666666666666,1.4666666666666668,0.13333333333333333,8.766666666666667,0.8333333333333333,2.166666666666667
Chad Griggs,73,73,Orthodox,1332.2110965379743,245.10094758400209,0.059998299815307334,0.6333333333333333,0.25,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,0.0,0.0,5.0,0.5,0.0,0.0,3.5,1.0,0.0,0.5,0.5,1.0,0.0,0.0
Charalampos Grigoriou,67,67,Orthodox,1131.9700980332846,232.670522317243,0.060000040273455166,0.5607142857142857,0.4,0.5036437246963563,0.48917869034406214,0.5178571428571428,0.3,0.36994485294117646,0.5,0.45,0.25,13.333333333333332,0.6666666666666666,0.0,0.0,85.0,10.0,8.416666666666666,1.0833333333333333,0.5,5.25,0.25,4.5
Maxim Grishin,75,78,Orthodox,1528.2171345298275,172.46743695144838,0.060002987355539814,0.6491096592922948,0.2,0.5441452486011918,0.38740910496864717,0.7155194805194804,0.9042965367965369,0.5257431149097815,0.65,0.41485714285714287,0.13333333333333333,28.26666666666667,0.1,0.0,0.0,32.43333333333333,16.333333333333336,7.066666666666667,3.2,6.066666666666667,13.133333333333335,1.7,1.5
Josh Grispi,71,74,Orthodox,1112.4776417233077,199.7325290206584,0.059997187724208534,0.5434587813620072,0.38055555555555554,0.4085452338359315,0.22195767195767196,0.625,0.8452380952380952,0.38146464646464645,0.34090909090909094,0.525,0.0,7.666666666666667,0.5833333333333333,0.3333333333333333,0.0,40.833333333333336,4.333333333333333,1.6666666666666665,1.1666666666666667,1.5,3.333333333333333,0.41666666666666663,0.5833333333333334
Kendall Grove,78,79,Orthodox,1606.7311397657438,122.98870032132622,0.06001147915837002,0.5854322699644687,0.3333333333333333,0.4078649379871809,0.2961913727298343,0.8275641025641025,0.4602564102564103,0.21967056638658086,0.7016970388746864,0.6178078331924486,0.11538461538461539,21.08974358974359,0.24358974358974358,0.6025641025641025,0.16666666666666666,45.24358974358974,9.333333333333334,5.820512820512821,2.5641025641025643,0.9487179487179488,2.8461538461538463,4.269230769230769,2.217948717948718
Neil Grove,78,78,Orthodox,1337.6891060937023,290.31896371798047,0.05999967537233814,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Gruetzemacher,68,68,Orthodox,1569.0888278960094,157.848627062658,0.06000016993132787,0.6174227590853096,0.14285714285714285,0.5511294374177599,0.41930706894602504,0.7071003401360544,0.9078736594416037,0.5022793738694986,0.728209629592118,0.44413919413919417,0.0,37.52380952380952,0.047619047619047616,0.0,0.0,17.333333333333336,25.952380952380953,13.54761904761905,7.333333333333334,5.071428571428571,17.452380952380953,6.642857142857143,1.8571428571428572
Vik Grujic,71,73,Orthodox,1282.7516343681345,195.91461323314604,0.05999854145298178,0.7127594627594628,0.29166666666666663,0.5141509433962264,0.47561641697877655,0.55,0.5,0.4487889983579639,0.728219696969697,0.0,0.0,25.0,0.5833333333333333,0.08333333333333333,0.0,79.5,10.75,8.5,1.5833333333333333,0.6666666666666666,5.166666666666666,5.583333333333333,0.0
Mike Grundy,67,72,Orthodox,1476.6753235089243,182.53234563817765,0.05999920890546812,0.3614366036505867,0.4708333333333333,0.3500631313131313,0.3079894860555238,0.48355263157894735,0.0,0.3139565677966102,0.7045454545454546,0.45,0.125,9.416666666666668,1.125,0.08333333333333333,0.0,41.625,8.458333333333332,6.5,1.9583333333333333,0.0,6.333333333333334,1.5416666666666665,0.5833333333333334
Wang Guan,69,71,Orthodox,1706.2107409358496,255.7799079244071,0.059999602644157525,0.4437869822485207,0.0,0.4329268292682927,0.2830188679245283,0.55,0.7894736842105263,0.40939597315436244,0.6666666666666666,0.6666666666666666,0.3333333333333333,25.0,0.0,0.0,0.0,8.0,23.666666666666668,10.0,3.6666666666666665,10.0,20.333333333333332,0.6666666666666666,2.6666666666666665
Nandor Guelmino,75,75,Orthodox,1337.6891060937023,290.31896371798047,0.05999967537233814,0.6097560975609756,0.0,0.5656565656565656,0.3333333333333333,0.7435897435897436,0.9166666666666666,0.4264705882352941,0.8947368421052632,0.8333333333333334,0.0,25.0,0.0,0.0,0.0,76.0,18.666666666666668,5.333333333333333,9.666666666666666,3.6666666666666665,9.666666666666666,5.666666666666667,3.3333333333333335
Shannon Gugerty,70,71,Orthodox,1473.396667568854,167.0531166596199,0.05999603979346525,0.527908973595394,0.5307692307692308,0.298969095591577,0.19610766045548655,0.2666666666666667,0.4666666666666666,0.2532258064516129,0.15384615384615385,0.85,0.0,10.5,0.6333333333333333,1.1666666666666665,0.0,83.16666666666666,3.866666666666667,1.3666666666666667,0.7666666666666667,1.7333333333333332,2.4666666666666663,0.6666666666666667,0.7333333333333333
