name,height,reach,stance,rating,rd,volatility,tot_str_pct,td_pct,sig_str_pct,head_sig_str_pct,body_sig_str_pct,leg_sig_str_pct,dist_sig_str_pct,clch_sig_str_pct,gnd_sig_str_pct,avg_kd,avg_tot_str_lnd,avg_td_lnd,avg_sub_att,avg_rev,avg_ctrl,avg_sig_str_lnd,avg_head_sig_str_lnd,avg_body_sig_str_lnd,avg_leg_sig_str_lnd,avg_dist_sig_str_lnd,avg_clch_sig_str_lnd,avg_gnd_sig_str_lnd
Houston Alexander,72,72,Orthodox,1422.6819198753278,173.22101663621712,0.06000489856216809,0.48868773315777925,0.16666666666666666,0.45262206148282097,0.35074696545284784,0.4583333333333333,0.6212121212121212,0.38322440087145965,0.560515873015873,0.4271885521885522,0.5,13.222222222222221,0.16666666666666666,0.0,0.0,16.72222222222222,10.555555555555555,6.944444444444444,1.1666666666666667,2.444444444444444,3.055555555555556,3.888888888888889,3.611111111111111
Lucas Alexander,71,73,Orthodox,1339.873476416626,192.99601072626848,0.05999941916258889,0.5975880835326424,0.0,0.5948302093476144,0.3779154154154154,0.6018518518518519,0.9891304347826086,0.595310054773083,0.4375,0.26666666666666666,0.08333333333333333,16.041666666666668,0.0,0.0,0.125,21.208333333333332,14.333333333333332,7.458333333333334,3.041666666666667,3.833333333333333,13.125,0.4583333333333333,0.75
Marcio Alexandre Junior,72,75,Southpaw,1229.080918414555,227.29974631650836,0.05999782629385398,0.5632905711666315,0.08333333333333333,0.4367063492063492,0.2691919191919192,0.7333333333333334,0.6,0.3304292929292929,0.5833333333333334,0.26666666666666666,0.0,12.222222222222221,0.1111111111111111,0.1111111111111111,0.0,12.888888888888888,7.444444444444444,4.0,2.777777777777778,0.6666666666666666,5.555555555555556,1.0,0.8888888888888888
Bill Algeo,72,73,Switch,1612.2300211280779,127.23431379984802,0.060000329859603,0.6149606965277925,0.6,0.5364729208337424,0.4515744146547716,0.6757965098508577,0.7945501574448943,0.4754896760180424,0.7172463768115942,0.5675,0.08333333333333333,38.7,0.36666666666666664,0.05,0.15,53.916666666666664,24.616666666666667,13.7,6.0166666666666675,4.9,19.666666666666668,2.25,2.7
Royce Alger,70,70,Orthodox,1249.4578901982477,256.3451699831443,0.05999905212792343,0.5347222222222222,0.125,0.46153846153846156,0.46153846153846156,0.0,0.0,0.0,0.375,0.5166666666666666,0.0,5.5,0.5,0.0,0.0,38.5,4.25,4.25,0.0,0.0,0.0,0.75,3.5
Sultan Aliev,71,74,Orthodox,1637.8416327353943,189.10695481266728,0.060000175087844346,0.5785714285714285,0.3214285714285714,0.4934371184371184,0.45429425837320575,0.5,0.375,0.39736992567181245,0.5813492063492063,0.475,0.0,13.583333333333334,0.4583333333333333,0.0,0.08333333333333333,96.20833333333333,6.833333333333334,5.5,1.1666666666666665,0.16666666666666666,4.375,1.625,0.8333333333333334
Nurullo Aliev,70,72,Orthodox,1846.5815595451872,220.81350470360567,0.059999582489419445,0.5985714285714285,0.875,0.4099747474747475,0.4052028218694885,0.4166666666666667,0.5,0.25,0.25,0.4476190476190476,0.0,28.833333333333336,0.8333333333333333,0.0,0.16666666666666666,190.66666666666669,9.0,8.0,0.8333333333333334,0.16666666666666666,4.5,0.16666666666666666,4.333333333333333
Ikram Aliskerov,72,76,Southpaw,1846.7683570302472,196.35872107243412,0.059998582000119115,0.5538720538720538,0.0,0.5538720538720538,0.5104406130268199,0.6666666666666666,0.6666666666666666,0.556152927120669,0.16666666666666666,0.0,0.6666666666666666,17.0,0.0,0.0,0.0,0.0,17.0,12.0,4.333333333333333,0.6666666666666666,16.666666666666668,0.3333333333333333,0.0
John Allan,73,75,Orthodox,1305.645229751783,245.41015309655023,0.059998299938256436,0.410391363022942,0.5,0.3723083548664944,0.26148280201342283,0.5851648351648352,0.9423076923076923,0.37318840579710144,0.6,0.0,0.0,21.0,0.16666666666666666,0.0,0.0,2.5,17.666666666666668,9.666666666666668,2.6666666666666665,5.333333333333334,17.333333333333332,0.3333333333333333,0.0
Arnold Allen,68,70,Southpaw,2038.7243350220965,114.11459214422376,0.059990253263403605,0.4457507916936131,0.20384615384615384,0.40954276222340885,0.3626005833182155,0.600097338558877,0.4212406015037594,0.3891638169900892,0.27197802197802196,0.33371978898294685,0.07692307692307693,20.12820512820513,0.28205128205128205,0.10256410256410256,0.0,33.300000000000004,17.75897435897436,13.366666666666667,2.9435897435897433,1.4487179487179487,16.0025641025641,0.8461538461538461,0.9102564102564104
Brendan Allen,74,75,Orthodox,1985.8813007017047,108.5788172005178,0.059997081907000996,0.6452418577609784,0.3892628205128205,0.5645024862974283,0.45533855960938335,0.8776264310071855,0.8856042395104895,0.527334102166974,0.5520833333333334,0.48157395760013033,0.11458333333333333,23.183333333333334,0.45,0.4791666666666667,0.3125,96.15625,15.858333333333333,10.0875,3.5208333333333335,2.25,11.370833333333334,1.175,3.3125
Ben Alloway,71,76,Orthodox,1396.0654585311331,230.01589881004435,0.05999991366578071,0.6480009352349778,0.16666666666666666,0.5344932844932845,0.44355453852021354,0.7222222222222222,0.6944444444444443,0.4831372549019608,0.4166666666666667,0.6666666666666666,0.3333333333333333,12.111111111111112,0.1111111111111111,0.0,0.0,19.11111111111111,8.333333333333334,4.444444444444445,2.4444444444444446,1.4444444444444444,4.888888888888888,1.6666666666666667,1.7777777777777777
Asu Almabayev,64,65,Orthodox,1784.027092530926,166.18347725091613,0.0599982972750538,0.6003853336039879,0.350995670995671,0.5636982302499545,0.4269918747328492,0.8943553178847296,0.8984126984126984,0.47138184918236076,0.5599999999999999,0.6104120879120879,0.06666666666666667,22.333333333333336,1.2666666666666666,0.4666666666666666,0.06666666666666667,137.26666666666668,11.0,5.7,2.7,2.6,6.366666666666666,1.0666666666666669,3.5666666666666664
Bekzat Almakhan,67,68,Orthodox,1457.625638091807,314.60360986655786,0.05999940819763196,0.2,0.0,0.1875,0.07692307692307693,0.6666666666666666,0.0,0.1875,0.0,0.0,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,11.333333333333334,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0
Ricardo Almeida,72,74,Orthodox,1660.1068870181223,127.30059692629598,0.06000128020246162,0.6239729362887024,0.4291355109536928,0.5638686399115751,0.3819650655857552,0.7910468319559228,0.5895915678524374,0.5063285612491846,0.5934704184704185,0.555531478325596,0.0,15.272727272727273,1.1818181818181819,0.5454545454545454,0.0,116.53030303030305,9.227272727272727,5.439393939393939,2.348484848484848,1.4393939393939394,4.6060606060606055,1.4090909090909092,3.2121212121212124
Thomas Almeida,67,70,Southpaw,1612.2713193605236,131.14127716781766,0.059995070951836295,0.42578828651859413,0.05,0.42258657762960466,0.33780331904513206,0.5545101258894363,0.8078548133153396,0.40765252905507143,0.470989010989011,0.04,0.2,20.733333333333334,0.03333333333333333,0.0,0.0,2.4833333333333334,20.316666666666666,12.733333333333333,3.5833333333333335,4.0,17.866666666666667,2.3833333333333333,0.06666666666666667
Ericka Almeida,66,66,Orthodox,1234.160074713027,237.02709474912845,0.05999876694766931,0.5890488821523304,0.5,0.3915847665847666,0.34464285714285714,0.7727272727272727,1.0,0.45714285714285713,0.7608695652173914,0.10714285714285714,0.0,14.833333333333332,0.16666666666666666,0.0,0.0,35.5,5.333333333333333,3.833333333333333,1.1666666666666667,0.3333333333333333,2.6666666666666665,2.1666666666666665,0.5
