name,height,weight,reach,stance,wins,losses,draws
David Smith,--,155 lbs.,--,,5,1,0
Adam Smith,--,--,--,,0,3,0
Dillon Smith,"6' 0""",170 lbs.,--,,0,0,0
Trevor Smith,"6' 3""",185 lbs.,"75.0""",Orthodox,15,10,0
Anthony Smith,"6' 4""",205 lbs.,"76.0""",Orthodox,38,21,0
Colton Smith,"6' 0""",155 lbs.,"71.0""",Orthodox,7,4,0
Gilbert Smith,"5' 9""",185 lbs.,--,Southpaw,12,6,0
Leslie Smith,"5' 9""",135 lbs.,"66.0""",Orthodox,10,7,1
Devonte Smith,"5' 9""",155 lbs.,"76.0""",Orthodox,11,4,0
Cole Smith,"5' 11""",135 lbs.,"67.0""",Orthodox,7,2,0
Nate Smith,"5' 6""",125 lbs.,"69.0""",Switch,6,1,0
Braxton Smith,"5' 11""",257 lbs.,"72.0""",Orthodox,5,2,0
Elijah Smith,"5' 9""",135 lbs.,"71.0""",Orthodox,8,1,0
Jacobe Smith,"5' 10""",170 lbs.,"72.0""",Southpaw,10,0,0
Walter Smith-Cotito,"5' 8""",135 lbs.,--,,4,5,0
Justin Smitley,--,145 lbs.,--,,10,7,1
Dmitrii Smoliakov,"6' 2""",253 lbs.,"74.0""",Switch,9,3,0
Louis Smolka,"5' 9""",135 lbs.,"68.0""",Orthodox,17,9,0
Cameron Smotherman,"5' 9""",135 lbs.,"69.0""",Orthodox,12,4,0
Shimon Smotritsky,"6' 2""",170 lbs.,"74.0""",Orthodox,8,2,0
Richie Smullen,"5' 9""",155 lbs.,"68.0""",Orthodox,3,1,1
Devin Smyth,"5' 10""",170 lbs.,"72.0""",Switch,4,2,0
Denis Sobolev,"6' 3""",216 lbs.,--,Orthodox,4,7,0
Peter Sobotta,"6' 0""",170 lbs.,"75.0""",Southpaw,17,7,1
Renato Sobral,"6' 1""",205 lbs.,"75.0""",Orthodox,37,11,0
Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78.0""",Orthodox,18,18,0
Alexander Soldatkin,"6' 2""",250 lbs.,"75.0""",Orthodox,14,4,0
Joe Solecki,"5' 9""",155 lbs.,"70.0""",Orthodox,13,6,0
Chris Solomon,"5' 11""",155 lbs.,--,,0,0,0
Joe Son,"5' 4""",236 lbs.,--,Orthodox,0,4,0
Paul Song,--,185 lbs.,--,,2,2,0
Song Kenan,"6' 0""",170 lbs.,"71.0""",Orthodox,22,9,0
Song Yadong,"5' 8""",135 lbs.,"67.0""",Orthodox,22,7,1
YoungJae Song,"5' 7""",145 lbs.,"70.0""",Orthodox,6,1,1
Emrah Sonmez,"5' 10""",145 lbs.,"71.0""",Orthodox,14,5,0
Chael Sonnen,"6' 1""",205 lbs.,"73.0""",Southpaw,29,15,1
Cody Sons,"5' 9""",205 lbs.,--,,3,7,0
Jin Soo Son,"5' 6""",135 lbs.,"69.0""",Orthodox,9,4,0
Benardo Sopaj,"5' 6""",135 lbs.,"66.0""",Orthodox,12,3,0
Emiliano Sordi,"6' 2""",205 lbs.,--,Orthodox,16,7,0
Sean Soriano,"5' 9""",145 lbs.,"70.0""",Orthodox,14,8,0
Punahele Soriano,"5' 11""",170 lbs.,"72.0""",Southpaw,11,4,0
Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77.0""",Orthodox,11,0,0
Ben Sosoli,"6' 0""",265 lbs.,"72.0""",Southpaw,7,3,0
Krzysztof Soszynski,"6' 1""",205 lbs.,"77.0""",Open Stance,26,12,1
George Sotiropoulos,"5' 10""",155 lbs.,"71.0""",Orthodox,14,7,0
Greg Soto,"5' 11""",170 lbs.,"73.0""",Orthodox,9,4,0
Alex Soto,"5' 8""",135 lbs.,--,Southpaw,8,3,1
Joe Soto,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0
Mario Soto,"6' 0""",145 lbs.,--,,7,2,0
Andre Soukhamthath,"5' 9""",135 lbs.,"70.0""",Orthodox,13,8,0
Mario Sousa,"6' 3""",185 lbs.,"79.0""",Orthodox,15,3,0
Bobby Southworth,"6' 2""",205 lbs.,--,Orthodox,10,6,0
Jacare Souza,"6' 1""",185 lbs.,"72.0""",Orthodox,26,10,0
Edimilson Souza,"6' 0""",145 lbs.,"74.0""",Orthodox,15,5,0
Livinha Souza,"5' 3""",115 lbs.,"63.0""",Orthodox,14,4,0
Bruno Souza,"5' 10""",145 lbs.,"70.0""",Orthodox,10,3,0
Ketlen Souza,"5' 3""",115 lbs.,"63.0""",Orthodox,15,5,0
Heraldo Souza,"5' 11""",185 lbs.,"73.0""",Orthodox,9,2,1
Charon Spain,"5' 9""",155 lbs.,--,,14,26,0
Chris Spang,"6' 2""",170 lbs.,--,Orthodox,6,3,0
Andreas Spang,"6' 1""",185 lbs.,--,,9,3,0
Ryan Spann,"6' 5""",205 lbs.,"79.0""",Orthodox,22,11,0
Ron Sparks,"6' 5""",265 lbs.,--,,8,3,0
Tommy Speer,"5' 10""",170 lbs.,"71.0""",Orthodox,21,7,0
Patrick Speight,"6' 1""",170 lbs.,--,Orthodox,7,3,0
Sean Spencer,"5' 10""",170 lbs.,"74.0""",Orthodox,12,6,0
Felicia Spencer,"5' 6""",145 lbs.,"68.0""",Orthodox,9,3,0
Sam Spengler,"5' 11""",185 lbs.,--,Orthodox,9,5,0
Nick Sperling,--,135 lbs.,--,,3,4,0
Mario Sperry,"6' 2""",205 lbs.,--,Orthodox,13,4,0
Eric Spicely,"6' 1""",185 lbs.,"73.0""",Orthodox,12,6,0
Waachiim Spiritwolf,"5' 8""",170 lbs.,--,,12,13,1
Daniel Spitz,"6' 7""",245 lbs.,"82.0""",Orthodox,6,3,0
Serghei Spivac,"6' 3""",260 lbs.,"78.0""",Orthodox,17,5,0
Daniel Spohn,"6' 4""",205 lbs.,"79.0""",Southpaw,15,6,0
Pete Spratt,"5' 9""",170 lbs.,--,Orthodox,25,23,0
Austin Springer,"5' 8""",145 lbs.,"71.0""",Orthodox,12,4,0
Georges St-Pierre,"5' 11""",185 lbs.,"76.0""",Orthodox,26,2,0
Bobby Stack,"5' 9""",155 lbs.,--,Orthodox,8,3,0
Andreas Stahl,"5' 11""",170 lbs.,--,Orthodox,10,4,0
Ron Stallings,"6' 2""",170 lbs.,"75.0""",Southpaw,14,8,0
Cody Stamann,"5' 6""",135 lbs.,"64.0""",Orthodox,21,8,1
Cristina Stanciu,"5' 3""",115 lbs.,--,Orthodox,5,2,0
Brian Stann,"6' 1""",205 lbs.,"74.0""",Orthodox,12,6,0
Josh Stansbury,"6' 2""",205 lbs.,"74.0""",Orthodox,4,8,0
Dion Staring,"6' 1""",235 lbs.,--,Orthodox,35,14,0
Lucas Stark,--,155 lbs.,--,,1,5,0
Clifford Starks,"6' 0""",185 lbs.,"78.0""",Orthodox,13,3,0
Kalib Starnes,"6' 3""",185 lbs.,"74.0""",Orthodox,17,11,1
Laureano Staropoli,"6' 1""",185 lbs.,"71.0""",Orthodox,9,5,0
Damian Stasiak,"5' 5""",135 lbs.,"70.0""",Orthodox,10,6,0
Adam Steele,--,170 lbs.,--,,0,1,0
Dominique Steele,"5' 10""",170 lbs.,"74.0""",Orthodox,14,9,0
Ricky Steele,"5' 9""",135 lbs.,"74.0""",Orthodox,6,0,0
Kody Steele,"5' 9""",155 lbs.,"71.0""",Orthodox,7,1,0
Eric Steenberg,--,155 lbs.,--,,5,1,0
Steve Steinbeiss,"6' 3""",185 lbs.,"75.0""",Orthodox,9,4,0
Ray Steinbeiss,"5' 11""",170 lbs.,--,Orthodox,14,7,0
Dmitri Stepanov,"6' 3""",217 lbs.,--,Orthodox,0,1,0
Jeremy Stephens,"5' 9""",145 lbs.,"71.0""",Orthodox,28,19,0
Aljamain Sterling,"5' 7""",145 lbs.,"71.0""",Orthodox,24,5,0
Marc Stevens,"5' 9""",155 lbs.,--,,21,10,0
Joe Stevenson,"5' 7""",145 lbs.,"70.0""",Orthodox,33,16,0
Maia Stevenson,"5' 4""",115 lbs.,"62.0""",Orthodox,6,5,0
Luke Stewart,"5' 11""",170 lbs.,--,Orthodox,6,3,0
Darren Stewart,"6' 0""",205 lbs.,"74.0""",Orthodox,12,8,0
Kyle Stewart,"6' 0""",170 lbs.,"76.0""",Orthodox,11,3,0
Alex Stiebling,"6' 2""",205 lbs.,--,Southpaw,19,11,1
Tyler Stinson,"6' 3""",170 lbs.,--,,30,10,0
Navajo Stirling,"6' 4""",205 lbs.,"79.0""",Orthodox,6,0,0
Dan Stittgen,"6' 1""",170 lbs.,--,Orthodox,12,5,0
Lazar Stojadinovic,"5' 7""",145 lbs.,"68.0""",Southpaw,12,5,0
Denis Stojnic,"6' 0""",245 lbs.,--,Orthodox,13,3,0
Julija Stoliarenko,"5' 7""",125 lbs.,"66.0""",Orthodox,11,9,2
Dustin Stoltzfus,"6' 0""",185 lbs.,"75.0""",Orthodox,16,6,0
Niklas Stolze,"6' 1""",155 lbs.,"74.0""",Switch,12,6,0
Ken Stone,"5' 8""",135 lbs.,"71.0""",Southpaw,11,4,0
Ryan Stonitsch,"5' 9""",170 lbs.,--,Southpaw,8,1,0
George Stork,"5' 10""",185 lbs.,--,,7,9,0
Rick Story,"5' 9""",170 lbs.,"71.0""",Southpaw,19,9,0
Darko Stosic,"6' 0""",205 lbs.,"76.0""",Orthodox,13,4,0
Greg Stott,"5' 7""",220 lbs.,--,Southpaw,0,1,0
Curtis Stout,"6' 1""",185 lbs.,--,Southpaw,11,12,1
Sam Stout,"5' 9""",155 lbs.,"70.0""",Orthodox,20,12,1
Tim Stout,"5' 11""",185 lbs.,--,,12,10,0
Jesse Strader,"5' 7""",135 lbs.,"70.0""",Orthodox,5,3,0
Gennaro Strangis,--,--,--,,0,1,0
Dave Strasser,"5' 10""",170 lbs.,--,Orthodox,25,8,0
Daniel Straus,"5' 7""",145 lbs.,"71.0""",,24,7,0
Gerald Strebendt,"5' 9""",155 lbs.,--,Orthodox,9,7,0
Sean Strickland,"6' 1""",185 lbs.,"76.0""",Orthodox,29,7,0
Mark Striegl,"5' 8""",145 lbs.,"70.0""",Southpaw,18,4,0
Hans Stringer,"6' 3""",205 lbs.,--,Orthodox,22,8,3
Stefan Struve,"6' 11""",265 lbs.,"84.0""",Orthodox,33,13,0
Josh Stuart,"5' 9""",160 lbs.,--,,1,4,0
Mike Stumpf,"5' 10""",170 lbs.,--,,11,4,0
Kyle Sturgeon,"6' 3""",225 lbs.,--,Switch,0,1,0
Tatiana Suarez,"5' 5""",115 lbs.,"66.0""",Southpaw,11,1,0
Masanori Suda,"5' 9""",183 lbs.,--,Orthodox,22,11,3
Genki Sudo,"5' 9""",155 lbs.,--,Orthodox,15,4,2
Lucasz Sudolski,"6' 4""",205 lbs.,"75.0""",Orthodox,8,1,0
Daisuke Sugie,"5' 6""",160 lbs.,--,Orthodox,10,8,1
Takashi Sugiura,"5' 11""",225 lbs.,--,Southpaw,1,3,0
Naho Sugiyuma,"5' 1""",105 lbs.,--,,12,5,0
George Sullivan,"6' 0""",170 lbs.,"73.0""",Orthodox,17,7,0
Amar Suloev,"5' 9""",183 lbs.,--,Orthodox,24,7,0
Magomed Sultanakhmedov,"6' 2""",185 lbs.,--,Southpaw,18,6,0
Justin Sumter,"6' 2""",185 lbs.,"80.0""",Southpaw,7,3,0
 Sumudaerji,"5' 8""",125 lbs.,"72.0""",Southpaw,16,7,0
Rama Supandhi,"5' 5""",125 lbs.,"66.0""",Southpaw,8,4,0
Aji Susilo,"5' 10""",155 lbs.,--,,6,4,0
Jason Suttie,"6' 0""",210 lbs.,--,Orthodox,0,1,0
Joel Sutton,"5' 11""",205 lbs.,--,Orthodox,2,4,1
Chad Sutton,"6' 1""",185 lbs.,--,,2,2,0
Danilo Suzart,"6' 0""",260 lbs.,--,Orthodox,9,2,0
Martin Svensson,"6' 1""",155 lbs.,--,,15,6,0
Daniel Swain,"5' 9""",145 lbs.,"70.0""",Orthodox,20,10,1
Cub Swanson,"5' 8""",145 lbs.,"70.0""",Orthodox,30,14,0
Mike Swick,"6' 1""",170 lbs.,"77.0""",Orthodox,15,6,0
Floyd Sword,"6' 0""",185 lbs.,--,Orthodox,12,3,0
Oumar Sy,"6' 4""",205 lbs.,"83.0""",Orthodox,11,0,0
Klaudia Sygula,"5' 8""",135 lbs.,"69.0""",Orthodox,6,2,0
Bentley Syler,"5' 4""",125 lbs.,--,Orthodox,5,1,0
Kevin Syler,"5' 9""",155 lbs.,"71.0""",Switch,10,1,0
Leo Sylvest,"5' 11""",205 lbs.,--,Orthodox,10,16,0
Tony Sylvester,"6' 1""",225 lbs.,--,Southpaw,11,3,0
Tim Sylvia,"6' 8""",265 lbs.,"80.0""",Orthodox,31,10,0
Kevin Szaflarski,"6' 5""",260 lbs.,"77.0""",Orthodox,11,2,0
Bartosz Szewczyk,"6' 4""",205 lbs.,"73.0""",Orthodox,8,3,1
Osamu Tachihikari,"6' 5""",300 lbs.,--,Orthodox,0,4,0
Amber Tackett,--,115 lbs.,--,,1,3,0
Eugenio Tadeu,"5' 8""",160 lbs.,--,Orthodox,2,3,0
Justin Tafa,"6' 0""",264 lbs.,"74.0""",Southpaw,7,5,0
Junior Tafa,"6' 3""",240 lbs.,"75.0""",Orthodox,6,3,0
Khalid Taha,"5' 5""",135 lbs.,"69.0""",Orthodox,13,5,0
Joe Taimanglo,"5' 4""",135 lbs.,--,,23,7,1
Tatsuro Taira,"5' 7""",125 lbs.,"70.0""",Orthodox,16,1,0
Mairbek Taisumov,"5' 9""",155 lbs.,"73.0""",Orthodox,27,6,0
Nobuhiko Takada,"6' 0""",220 lbs.,--,Southpaw,2,6,2
Yoshiki Takahashi,"5' 11""",199 lbs.,--,Southpaw,30,27,3
Yoko Takahashi,"5' 8""",150 lbs.,--,,15,12,2
Daiju Takase,"6' 0""",170 lbs.,--,Southpaw,12,15,2
Hiroyuki Takaya,"5' 6""",139 lbs.,--,Orthodox,21,14,2
Yoshihiro Takayama,"6' 5""",280 lbs.,--,Orthodox,1,4,0
Makoto Takimoto,"5' 7""",205 lbs.,--,Southpaw,6,5,0
Oleg Taktarov,"6' 0""",210 lbs.,--,Orthodox,17,5,2
Payton Talbott,"5' 10""",135 lbs.,"70.0""",Switch,9,1,0
Nordine Taleb,"6' 1""",170 lbs.,"74.0""",Orthodox,15,7,0
Murtaza Talha,"6' 0""",205 lbs.,"74.0""",Orthodox,6,1,0
Tsuyoshi Tamakairiki,"6' 0""",220 lbs.,--,Orthodox,0,3,0
Eli Tamez,"5' 7""",135 lbs.,--,,10,0,0
Kiyoshi Tamura,"5' 11""",185 lbs.,--,Southpaw,32,13,3
Akitoshi Tamura,"5' 9""",135 lbs.,"70.0""",Orthodox,21,18,2
Issei Tamura,"5' 5""",135 lbs.,"63.0""",Orthodox,10,8,0
Jason Tan,"5' 10""",170 lbs.,--,Orthodox,5,3,0
Akihito Tanaka,--,--,--,Southpaw,2,2,0
Michinori Tanaka,"5' 5""",135 lbs.,"67.0""",Orthodox,11,3,0
Evan Tanner,"6' 0""",185 lbs.,"74.0""",Orthodox,32,8,0
Kasey Tanner,"5' 7""",135 lbs.,"69.0""",Orthodox,6,1,0
Otari Tanzilovi,"5' 10""",135 lbs.,"70.0""",Orthodox,9,1,0
Manny Tapia,"5' 5""",135 lbs.,"67.0""",Orthodox,12,14,1
Gary Tapusoa,"5' 7""",185 lbs.,--,,8,3,0
Miesha Tate,"5' 6""",135 lbs.,"65.0""",Orthodox,20,9,0
Aaron Tau,"5' 4""",135 lbs.,"66.0""",Switch,8,1,0
Deividas Taurosevicius,"5' 9""",145 lbs.,"68.0""",Southpaw,17,5,0
Thiago Tavares,"5' 7""",145 lbs.,"70.0""",Orthodox,21,7,1
Jeremy Tavares,--,135 lbs.,--,,1,6,0
Brad Tavares,"6' 1""",185 lbs.,"74.0""",Orthodox,20,11,0
Ramon Taveras,"5' 8""",135 lbs.,"70.0""",Southpaw,10,3,0
Paul Taylor,"6' 0""",155 lbs.,"72.0""",Orthodox,11,6,1
Jesse Taylor,"6' 0""",170 lbs.,"73.0""",Orthodox,31,15,0
Torrance Taylor,"5' 7""",155 lbs.,--,,13,8,1
Louis Taylor,"5' 11""",185 lbs.,--,Orthodox,13,4,0
Anthony Taylor,"5' 7""",145 lbs.,--,,1,3,0
Danielle Taylor,"5' 0""",115 lbs.,"60.0""",Orthodox,9,4,0
J.T Taylor,"5' 10""",--,--,,7,7,0
James Te Huna,"6' 2""",185 lbs.,"75.0""",Orthodox,16,9,0
Cam Teague,"5' 10""",145 lbs.,"69.0""",Orthodox,7,1,0
Shawn Teed,"6' 5""",265 lbs.,--,Orthodox,5,2,0
Glover Teixeira,"6' 2""",205 lbs.,"76.0""",Orthodox,33,9,0
John Teixeira,"5' 7""",145 lbs.,--,Orthodox,21,2,2
Ewerton Teixeira,"6' 1""",242 lbs.,--,,3,1,0
Tallison Teixeira,"6' 7""",258 lbs.,"83.0""",Orthodox,8,0,0
Tra Telligman,"6' 2""",233 lbs.,--,Orthodox,7,5,1
Ramazan Temirov,"5' 4""",125 lbs.,"63.0""",Orthodox,19,3,0
Taneisha Tennant,"5' 7""",145 lbs.,"70.0""",Orthodox,5,1,0
Herman Terrado,--,170 lbs.,--,,15,3,1
Dave Terrel,"5' 8""",170 lbs.,--,Southpaw,7,7,0
David Terrell,"6' 1""",185 lbs.,--,Southpaw,6,2,0
James Terry,"5' 10""",170 lbs.,--,Orthodox,19,9,0
Jeff Terry,"6' 2""",205 lbs.,--,,2,3,0
David Teymur,"5' 9""",155 lbs.,"73.0""",Southpaw,8,2,0
Daniel Teymur,"5' 5""",145 lbs.,"69.0""",Orthodox,7,4,0
Motonobu Tezuka,"5' 7""",135 lbs.,--,Southpaw,28,12,7
Jason Thacker,"5' 10""",185 lbs.,--,Orthodox,0,1,0
Alexia Thainara,"5' 4""",115 lbs.,"67.0""",Orthodox,12,1,0
Brandon Thatch,"6' 2""",170 lbs.,"74.0""",Switch,11,5,0
Elias Theodorou,"6' 1""",185 lbs.,"75.0""",Orthodox,16,3,0
Nik Theotikos,--,185 lbs.,--,Orthodox,6,2,0
Paulo Thiago,"5' 11""",170 lbs.,"74.0""",Orthodox,18,9,0
Colby Thicknesse,"5' 7""",135 lbs.,"69.0""",Orthodox,7,1,0
Din Thomas,"5' 9""",155 lbs.,--,Orthodox,26,9,0
Ryan Thomas,"6' 0""",170 lbs.,--,Orthodox,20,8,0
Noah Thomas,"5' 9""",135 lbs.,--,Orthodox,14,7,0
Joel Thomas,"5' 10""",170 lbs.,--,,5,2,0
Treston Thomison,"5' 8""",145 lbs.,--,,10,6,0
Nick Thompson,"6' 1""",170 lbs.,"74.0""",Orthodox,38,14,1
James Thompson,"6' 5""",265 lbs.,--,Orthodox,20,16,0
Oli Thompson,"6' 1""",242 lbs.,"75.0""",Orthodox,17,10,0
Stephen Thompson,"6' 0""",170 lbs.,"75.0""",Orthodox,17,8,1
Josh Thomson,"5' 10""",155 lbs.,"71.0""",Orthodox,22,9,0
Simeon Thoresen,"6' 1""",170 lbs.,"79.0""",Orthodox,17,6,1
Josh Thornburg,"6' 0""",170 lbs.,--,,8,8,0
Gleison Tibau,"5' 10""",155 lbs.,"71.0""",Southpaw,33,14,0
Chris Tickle,"5' 9""",155 lbs.,--,,9,9,0
Nolan Ticman,"5' 6""",125 lbs.,--,Orthodox,4,3,0
Darren Till,"6' 0""",185 lbs.,"74.0""",Southpaw,18,5,1
Brett Tillis,--,145 lbs.,--,,0,0,0
Denis Tiuliulin,"6' 1""",185 lbs.,"77.0""",Orthodox,10,10,0
Ryan Tobar,--,155 lbs.,--,,3,3,0
Andrew Todhunter,"6' 0""",185 lbs.,--,Switch,8,0,0
Dusko Todorovic,"6' 1""",185 lbs.,"74.0""",Orthodox,12,5,0
Tuco Tokkos,"6' 4""",205 lbs.,"76.0""",Orthodox,10,5,0
Hideo Tokoro,"5' 7""",135 lbs.,--,Orthodox,34,29,2
Anatoly Tokov,"5' 10""",185 lbs.,--,,25,2,0
Kazuki Tokudome,"5' 11""",155 lbs.,"73.0""",Southpaw,18,7,1
Puja Tomar,"5' 4""",115 lbs.,"59.0""",Southpaw,9,5,0
Tyler Toner,"5' 8""",145 lbs.,"70.0""",Orthodox,15,7,0
James Toney,"5' 9""",220 lbs.,--,Orthodox,0,1,0
Masanori Tonooka,"5' 8""",185 lbs.,--,Orthodox,1,2,0
Carl Toomey,--,--,--,,3,3,0
Ilia Topuria,"5' 7""",145 lbs.,"69.0""",Orthodox,16,0,0
Aleksandre Topuria,"5' 7""",135 lbs.,"68.0""",Orthodox,6,1,0
Anthony Torres,"5' 8""",170 lbs.,--,Orthodox,5,3,0
Miguel Torres,"5' 9""",135 lbs.,"76.0""",Orthodox,44,9,0
Ronys Torres,"5' 7""",155 lbs.,--,Orthodox,35,5,0
Haven Torres,--,125 lbs.,--,,0,0,0
Alex Torres,"5' 10""",145 lbs.,--,Orthodox,5,4,0
Abram Torres,"5' 10""",170 lbs.,--,,4,3,0
Jose Torres,"5' 4""",125 lbs.,"65.0""",Orthodox,8,1,0
Desmond Torres,"5' 6""",135 lbs.,"69.0""",Orthodox,7,2,0
Manuel Torres,"5' 10""",155 lbs.,"73.0""",Switch,16,3,0
Eduardo Torres Caut,"5' 7""",135 lbs.,"70.0""",Orthodox,16,2,0
Salim Touahri,"5' 10""",170 lbs.,"72.0""",Orthodox,10,4,0
Dequan Townsend,"6' 3""",205 lbs.,"79.0""",Orthodox,21,12,0
Minoru Toyonaga,"5' 11""",195 lbs.,--,Southpaw,2,5,0
Slim Trabelsi,"6' 3""",235 lbs.,--,,5,0,0
Roberto Traven,"6' 3""",227 lbs.,--,Orthodox,6,4,1
Bryan Travers,--,155 lbs.,--,,15,4,0
Alexander Trevino,--,170 lbs.,--,,7,7,0
Francisco Trevino,"5' 9""",155 lbs.,"70.0""",Orthodox,13,3,0
Angelo Trevino,"5' 11""",170 lbs.,--,Switch,7,3,0
Frank Trigg,"5' 9""",170 lbs.,"71.0""",Southpaw,21,9,0
Francisco Trinaldo,"5' 9""",170 lbs.,"70.0""",Southpaw,28,9,0
Damien Trites,"5' 11""",165 lbs.,--,,7,6,0
Michael Trizano,"5' 11""",145 lbs.,"71.0""",Orthodox,11,3,0
Antonio Trocoli,"6' 6""",185 lbs.,"79.0""",Orthodox,12,5,0
Tor Troeng,"6' 2""",185 lbs.,--,Orthodox,16,7,1
Aaron Trujillo,"5' 5""",125 lbs.,--,,0,1,0
Reynaldo Trujillo,"5' 9""",155 lbs.,--,,21,19,0
Abel Trujillo,"5' 8""",155 lbs.,"70.0""",Orthodox,15,8,0
Arman Tsarukyan,"5' 7""",155 lbs.,"72.0""",Orthodox,22,3,0
Rei Tsuruya,"5' 6""",125 lbs.,"68.0""",Orthodox,10,1,0
Chris Tuchscherer,"6' 2""",258 lbs.,"76.0""",Orthodox,21,4,0
Jon Tuck,"5' 11""",155 lbs.,"73.0""",Orthodox,10,5,0
Gavin Tucker,"5' 6""",145 lbs.,"66.0""",Southpaw,13,3,0
Jumabieke Tuerxun,"5' 7""",135 lbs.,--,Orthodox,19,4,1
Tom Tuggle,"6' 2""",250 lbs.,--,Orthodox,0,3,0
Blair Tugman,"6' 0""",135 lbs.,--,,10,6,0
Tai Tuivasa,"6' 2""",264 lbs.,"75.0""",Southpaw,15,8,0
Zubaira Tukhugov,"5' 8""",155 lbs.,"68.0""",Orthodox,20,6,1
Teila Tuli,"6' 0""",430 lbs.,--,Orthodox,0,1,0
Marco Tulio,"6' 0""",185 lbs.,"74.0""",Orthodox,13,1,0
Nyamjargal Tumendemberel,"5' 7""",125 lbs.,"71.0""",Orthodox,8,1,0
Albert Tumenov,"5' 11""",170 lbs.,"73.0""",Orthodox,18,4,0
Ricky Turcios,"5' 9""",135 lbs.,"71.0""",Orthodox,13,5,0
Anton Turkalj,"6' 4""",205 lbs.,"78.0""",Orthodox,8,4,0
Wellington Turman,"6' 0""",170 lbs.,"72.0""",Orthodox,18,8,0
Courtney Turner,"6' 2""",170 lbs.,--,,0,3,0
Jalin Turner,"6' 3""",155 lbs.,"77.0""",Southpaw,14,9,0
Austin Tweedy,"5' 9""",155 lbs.,--,Orthodox,8,2,0
Marcin Tybura,"6' 3""",249 lbs.,"78.0""",Orthodox,27,9,0
Takeru Uchida,"5' 5""",125 lbs.,"68.0""",Southpaw,6,1,0
Alberto Uda,"6' 3""",185 lbs.,--,Orthodox,12,2,0
Ryuki Ueyama,"5' 11""",180 lbs.,--,Southpaw,12,18,5
Christian Uflacker,"5' 11""",170 lbs.,--,,5,0,0
Andy Uhrich,"6' 0""",170 lbs.,--,,11,6,0
Tagir Ulanbekov,"5' 7""",125 lbs.,"70.0""",Southpaw,16,2,0
Carlos Ulberg,"6' 4""",205 lbs.,"77.0""",Orthodox,13,1,0
Gasan Umalatov,"5' 11""",170 lbs.,"71.0""",Orthodox,17,4,2
Jeremy Umphries,--,160 lbs.,--,,5,2,0
Zach Underwood,"6' 2""",185 lbs.,--,,13,7,0
Caol Uno,"5' 7""",155 lbs.,"70.0""",Southpaw,33,19,5
Kengo Ura,"5' 9""",165 lbs.,--,,14,12,2
Logan Urban,"6' 0""",170 lbs.,"72.0""",Orthodox,5,1,0
Hector Urbina,"5' 11""",170 lbs.,"73.0""",Orthodox,17,10,1
Elias Urbina,"6' 3""",185 lbs.,"77.0""",Southpaw,3,1,0
Gilbert Urbina,"6' 3""",170 lbs.,"75.0""",Orthodox,7,4,0
Nick Urso,"5' 6""",125 lbs.,"66.0""",Southpaw,10,3,0
Yasuhiro Urushitani,"5' 5""",125 lbs.,--,Southpaw,21,8,6
Sho Patrick Usami,"5' 9""",155 lbs.,"70.0""",Orthodox,4,1,0
Kamaru Usman,"6' 0""",170 lbs.,"76.0""",Switch,20,4,0
Mohammed Usman,"6' 2""",239 lbs.,"79.0""",Orthodox,11,4,0
Darren Uyenoyama,"5' 6""",125 lbs.,"65.0""",Orthodox,10,6,0
Richie Vaculik,"5' 6""",125 lbs.,"69.0""",Orthodox,10,4,0
Artem Vakhitov,"6' 1""",205 lbs.,"75.0""",Orthodox,3,1,0
Egidijus Valavicius,"6' 0""",200 lbs.,--,Orthodox,29,12,0
Genaro Valdez,"5' 9""",155 lbs.,"72.0""",Orthodox,10,3,0
Charlie Valencia,"5' 3""",135 lbs.,"64.0""",Orthodox,12,7,0
Robert Valentin,"6' 2""",185 lbs.,"77.0""",Orthodox,11,4,0
Victor Valenzuela,"5' 10""",155 lbs.,--,,13,6,2
Ivan Valenzuela,"6' 2""",185 lbs.,"77.0""",Orthodox,8,2,0
Timur Valiev,"5' 6""",135 lbs.,"67.0""",Orthodox,18,3,0
Victor Valimaki,"6' 0""",205 lbs.,--,Orthodox,18,10,0
Andrew Valladerez,--,135 lbs.,--,,5,7,0
Kevin Vallejos,"5' 7""",145 lbs.,"68.0""",Switch,15,1,0
Isaac Vallie-Flagg,"5' 8""",155 lbs.,"70.0""",Orthodox,16,7,1
Joshua Van,"5' 5""",125 lbs.,"65.0""",Orthodox,13,2,0
Mike van Arsdale,"6' 2""",205 lbs.,--,Switch,8,5,0
Matt Van Buren,"6' 5""",205 lbs.,--,,7,6,0
Ron van Clief,"5' 10""",190 lbs.,--,Orthodox,0,1,0
Lloyd Van Dams,"6' 1""",240 lbs.,--,Southpaw,0,1,0
Alain Van der Merckt,--,185 lbs.,--,,8,0,0
Cameron VanCamp,"6' 2""",155 lbs.,"74.0""",Switch,15,7,1
Chad Vance,"6' 0""",185 lbs.,--,Orthodox,7,5,0
Jared Vanderaa,"6' 4""",265 lbs.,"80.0""",Orthodox,12,10,0
Austin Vanderford,"5' 11""",170 lbs.,"74.0""",Orthodox,13,2,0
Lando Vannata,"5' 9""",155 lbs.,"71.0""",Orthodox,12,7,2
