name,height,reach,stance
Kyle Stewart,72,76,Orthodox
Alex Stiebling,74,74,Southpaw
Tyler Stinson,75,75,Orthodox
Navajo Stirling,76,79,Orthodox
Dan Stittgen,73,73,Orthodox
Lazar Stojadinovic,67,68,Southpaw
Denis Stojnic,72,72,Orthodox
Julija Stoliarenko,67,66,Orthodox
Dustin Stoltzfus,72,75,Orthodox
Niklas Stolze,73,74,Switch
Ken Stone,68,71,Southpaw
Ryan Stonitsch,69,69,Southpaw
George Stork,70,70,Orthodox
Rick Story,69,71,Southpaw
Darko Stosic,72,76,Orthodox
Greg Stott,67,67,Southpaw
Curtis Stout,73,73,Southpaw
Sam Stout,69,70,Orthodox
Tim Stout,71,71,Orthodox
Jesse Strader,67,70,Orthodox
Gennaro Strangis,70,71,Orthodox
Dave Strasser,70,70,Orthodox
Daniel Straus,67,71,Orthodox
Gerald Strebendt,69,69,Orthodox
Sean Strickland,73,76,Orthodox
Mark Striegl,68,70,Southpaw
Hans Stringer,75,75,Orthodox
Stefan Struve,83,84,Orthodox
Josh Stuart,69,69,Orthodox
Mike Stumpf,70,70,Orthodox
Kyle Sturgeon,75,75,Switch
Tatiana Suarez,65,66,Southpaw
Masanori Suda,69,69,Orthodox
Genki Sudo,69,69,Orthodox
Lucasz Sudolski,76,75,Orthodox
Daisuke Sugie,66,66,Orthodox
Takashi Sugiura,71,71,Southpaw
Naho Sugiyuma,61,61,Orthodox
George Sullivan,72,73,Orthodox
Amar Suloev,69,69,Orthodox
Magomed Sultanakhmedov,74,74,Southpaw
Justin Sumter,74,80,Southpaw
Sumudaerji,68,72,Southpaw
Rama Supandhi,65,66,Southpaw
Aji Susilo,70,70,Orthodox
Jason Suttie,72,72,Orthodox
Joel Sutton,71,71,Orthodox
Chad Sutton,73,73,Orthodox
Danilo Suzart,72,72,Orthodox
Martin Svensson,73,73,Orthodox
Daniel Swain,69,70,Orthodox
Cub Swanson,68,70,Orthodox
Mike Swick,73,77,Orthodox
Floyd Sword,72,72,Orthodox
Oumar Sy,76,83,Orthodox
Klaudia Sygula,68,69,Orthodox
Bentley Syler,64,64,Orthodox
Kevin Syler,69,71,Switch
Leo Sylvest,71,71,Orthodox
Tony Sylvester,73,73,Southpaw
Tim Sylvia,80,80,Orthodox
Kevin Szaflarski,77,77,Orthodox
Sebastian Szalay,68,70,Orthodox
Bartosz Szewczyk,76,73,Orthodox
Osamu Tachihikari,77,77,Orthodox
Amber Tackett,63,64,Orthodox
Eugenio Tadeu,68,68,Orthodox
Justin Tafa,72,74,Southpaw
Junior Tafa,75,75,Orthodox
Khalid Taha,65,69,Orthodox
Joe Taimanglo,64,64,Orthodox
Tatsuro Taira,67,70,Orthodox
Mairbek Taisumov,69,73,Orthodox
Nobuhiko Takada,72,72,Southpaw
Yoshiki Takahashi,71,71,Southpaw
Yoko Takahashi,68,68,Orthodox
Daiju Takase,72,72,Southpaw
Hiroyuki Takaya,66,66,Orthodox
Yoshihiro Takayama,77,77,Orthodox
Makoto Takimoto,67,67,Southpaw
Oleg Taktarov,72,72,Orthodox
Payton Talbott,70,70,Switch
Nordine Taleb,73,74,Orthodox
Murtaza Talha,72,74,Orthodox
Tsuyoshi Tamakairiki,72,72,Orthodox
Eli Tamez,67,67,Orthodox
Kiyoshi Tamura,71,71,Southpaw
Akitoshi Tamura,69,70,Orthodox
Issei Tamura,65,63,Orthodox
Jason Tan,70,70,Orthodox
Akihito Tanaka,70,71,Southpaw
Michinori Tanaka,65,67,Orthodox
Evan Tanner,72,74,Orthodox
Kasey Tanner,67,69,Orthodox
Otari Tanzilovi,70,70,Orthodox
Manny Tapia,65,67,Orthodox
Gary Tapusoa,67,67,Orthodox
Miesha Tate,66,65,Orthodox
Aaron Tau,64,66,Switch
Deividas Taurosevicius,69,68,Southpaw
Thiago Tavares,67,70,Orthodox
Jeremy Tavares,67,68,Orthodox
Brad Tavares,73,74,Orthodox
Ramon Taveras,68,70,Southpaw
Paul Taylor,72,72,Orthodox
Jesse Taylor,72,73,Orthodox
Torrance Taylor,67,67,Orthodox
Louis Taylor,71,71,Orthodox
Anthony Taylor,67,67,Orthodox
Danielle Taylor,60,60,Orthodox
J.T Taylor,70,70,Orthodox
James Te Huna,74,75,Orthodox
Cam Teague,70,69,Orthodox
Shawn Teed,77,77,Orthodox
Glover Teixeira,74,76,Orthodox
John Teixeira,67,67,Orthodox
Ewerton Teixeira,73,73,Orthodox
Tallison Teixeira,79,83,Orthodox
Tra Telligman,74,74,Orthodox
Ramazan Temirov,64,63,Orthodox
Taneisha Tennant,67,70,Orthodox
Herman Terrado,71,72,Orthodox
Dave Terrel,68,68,Southpaw
David Terrell,73,73,Southpaw
James Terry,70,70,Orthodox
Jeff Terry,74,74,Orthodox
David Teymur,69,73,Southpaw
Daniel Teymur,65,69,Orthodox
Motonobu Tezuka,67,67,Southpaw
Jason Thacker,70,70,Orthodox
Alexia Thainara,64,67,Orthodox
Brandon Thatch,74,74,Switch
Elias Theodorou,73,75,Orthodox
Nik Theotikos,72,73,Orthodox
Paulo Thiago,71,74,Orthodox
Colby Thicknesse,67,69,Orthodox
Din Thomas,69,69,Orthodox
Ryan Thomas,72,72,Orthodox
Noah Thomas,69,69,Orthodox
Joel Thomas,70,70,Orthodox
Treston Thomison,68,68,Orthodox
Nick Thompson,73,74,Orthodox
James Thompson,77,77,Orthodox
Oli Thompson,73,75,Orthodox
Stephen Thompson,72,75,Orthodox
Josh Thomson,70,71,Orthodox
Simeon Thoresen,73,79,Orthodox
Josh Thornburg,72,72,Orthodox
Haitao Ti,67,68,Orthodox
Gleison Tibau,70,71,Southpaw
Chris Tickle,69,69,Orthodox
Nolan Ticman,66,66,Orthodox
Darren Till,72,74,Southpaw
Rio Tirto,66,67,Orthodox
Denis Tiuliulin,73,77,Orthodox
Ryan Tobar,70,71,Orthodox
Andrew Todhunter,72,72,Switch
Dusko Todorovic,73,74,Orthodox
Tuco Tokkos,76,76,Orthodox
Hideo Tokoro,67,67,Orthodox
Anatoly Tokov,70,70,Orthodox
Kazuki Tokudome,71,73,Southpaw
Puja Tomar,64,59,Southpaw
Tyler Toner,68,70,Orthodox
James Toney,69,69,Orthodox
Masanori Tonooka,68,68,Orthodox
Carl Toomey,70,71,Orthodox
Ilia Topuria,67,69,Orthodox
Aleksandre Topuria,67,68,Orthodox
Anthony Torres,68,68,Orthodox
Miguel Torres,69,76,Orthodox
Ronys Torres,67,67,Orthodox
Alex Torres,70,70,Orthodox
Abram Torres,70,70,Orthodox
Jose Torres,64,65,Orthodox
Desmond Torres,66,69,Orthodox
Manuel Torres,70,73,Switch
Eduardo Torres Caut,67,70,Orthodox
Salim Touahri,70,72,Orthodox
Dequan Townsend,75,79,Orthodox
Minoru Toyonaga,71,71,Southpaw
Slim Trabelsi,75,75,Orthodox
Roberto Traven,75,75,Orthodox
Bryan Travers,70,71,Orthodox
Alexander Trevino,71,72,Orthodox
Francisco Trevino,69,70,Orthodox
Angelo Trevino,71,71,Switch
Frank Trigg,69,71,Southpaw
Francisco Trinaldo,69,70,Southpaw
Damien Trites,71,71,Orthodox
Michael Trizano,71,71,Orthodox
Antonio Trocoli,78,79,Orthodox
Tor Troeng,74,74,Orthodox
Aaron Trujillo,65,65,Orthodox
Reynaldo Trujillo,69,69,Orthodox
Abel Trujillo,68,70,Orthodox
Arman Tsarukyan,67,72,Orthodox
Rei Tsuruya,66,68,Orthodox
Chris Tuchscherer,74,76,Orthodox
Jon Tuck,71,73,Orthodox
Gavin Tucker,66,66,Southpaw
Jumabieke Tuerxun,67,67,Orthodox
Tom Tuggle,74,74,Orthodox
Blair Tugman,72,72,Orthodox
Tai Tuivasa,74,75,Southpaw
Zubaira Tukhugov,68,68,Orthodox
Teila Tuli,72,72,Orthodox
Marco Tulio,72,74,Orthodox
Nyamjargal Tumendemberel,67,71,Orthodox
Albert Tumenov,71,73,Orthodox
Ricky Turcios,69,71,Orthodox
Anton Turkalj,76,78,Orthodox
Wellington Turman,72,72,Orthodox
Courtney Turner,74,74,Orthodox
Jalin Turner,75,77,Southpaw
Austin Tweedy,69,69,Orthodox
Marcin Tybura,75,78,Orthodox
Takeru Uchida,65,68,Southpaw
Alberto Uda,75,75,Orthodox
Ryuki Ueyama,71,71,Southpaw
Christian Uflacker,71,71,Orthodox
Andy Uhrich,72,72,Orthodox
Tagir Ulanbekov,67,70,Southpaw
Carlos Ulberg,76,77,Orthodox
Gasan Umalatov,71,71,Orthodox
Jeremy Umphries,70,71,Orthodox
Zach Underwood,74,74,Orthodox
Caol Uno,67,70,Southpaw
Kengo Ura,69,69,Orthodox
Logan Urban,72,72,Orthodox
Hector Urbina,71,73,Orthodox
Elias Urbina,75,77,Southpaw
Gilbert Urbina,75,75,Orthodox
Nick Urso,66,66,Southpaw
Yasuhiro Urushitani,65,65,Southpaw
Sho Patrick Usami,69,70,Orthodox
Kamaru Usman,72,76,Switch
Mohammed Usman,74,79,Orthodox
Darren Uyenoyama,66,65,Orthodox
Richie Vaculik,66,69,Orthodox
Artem Vakhitov,73,75,Orthodox
Egidijus Valavicius,72,72,Orthodox
Genaro Valdez,69,72,Orthodox
Charlie Valencia,63,64,Orthodox
Robert Valentin,74,77,Orthodox
Victor Valenzuela,70,70,Orthodox
Ivan Valenzuela,74,77,Orthodox
Timur Valiev,66,67,Orthodox
Victor Valimaki,72,72,Orthodox
Andrew Valladerez,67,68,Orthodox
Kevin Vallejos,67,68,Switch
Isaac Vallie-Flagg,68,70,Orthodox
Joshua Van,65,65,Orthodox
Mike van Arsdale,74,74,Switch
Matt Van Buren,77,77,Orthodox
Ron van Clief,70,70,Orthodox
Lloyd Van Dams,73,73,Southpaw
Alain Van der Merckt,72,73,Orthodox
Cameron VanCamp,74,74,Switch
Chad Vance,72,72,Orthodox
Jared Vanderaa,76,80,Orthodox
Austin Vanderford,71,74,Orthodox
Lando Vannata,69,71,Orthodox
Paige VanZant,64,65,Orthodox
Paul Varelans,80,80,Orthodox
Kazula Vargas,68,71,Southpaw
Jamie Varner,68,71,Orthodox
Guilherme Vasconcelos,72,72,Orthodox
Linton Vassell,76,76,Orthodox
Billy Vaughan,66,66,Orthodox
Yuri Vaulin,76,76,Southpaw
Javier Vazquez,67,69,Southpaw
Manny Vazquez,70,72,Orthodox
Matt Veach,71,71,Orthodox
Joe Vedepo,72,72,Orthodox
Kelly Velasco,69,69,Orthodox
Greg Velasco,74,70,Southpaw
Cain Velasquez,73,77,Orthodox
David Velasquez,65,65,Orthodox
Bojan Velickovic,72,76,Southpaw
Karlos Vemola,72,75,Orthodox
Luigi Vendramini,68,73,Orthodox
Jerrel Venetiaan,73,73,Orthodox
Scott Ventimiglia,71,71,Orthodox
Brandon Vera,75,78,Orthodox
Kerry Vera,67,67,Orthodox
Marlon Vera,68,70,Switch
Carlos Vera,66,69,Orthodox
Isis Verbeek,64,64,Orthodox
Ernie Verdicia,71,71,Orthodox
Joe Veres,67,67,Orthodox
Nikolay Veretennikov,73,74,Orthodox
CJ Vergara,66,68,Orthodox
Renato Verissimo,73,73,Orthodox
Bryan Vetell,75,75,Southpaw
Marvin Vettori,72,74,Southpaw
Hugo Viana,66,67,Orthodox
Guilherme Viana,76,76,Orthodox
Polyana Viana,65,67,Orthodox
Vitor Vianna,74,74,Orthodox
James Vick,75,76,Orthodox
Tamires Vidal,66,68,Orthodox
Milton Vieira,72,72,Orthodox
Reginaldo Vieira,67,65,Orthodox
Ketlen Vieira,68,68,Orthodox
Rodolfo Vieira,72,73,Orthodox
Steve Vigneault,70,70,Orthodox
Alejandro Villalobos,67,67,Orthodox
DeMarco Villalona,69,69,Orthodox
Gian Villante,75,76,Orthodox
Ike Villanueva,73,73,Orthodox
Ruben Villareal,76,76,Orthodox
Armando Villarreal,67,66,Southpaw
Pablo Villaseca,67,67,Orthodox
Joey Villasenor,72,72,Orthodox
Danillo Villefort,73,73,Orthodox
Yuri Villefort,72,73,Orthodox
Marcos Vinicius,69,69,Orthodox
Brandon Visher,66,68,Orthodox
Falaniko Vitale,70,70,Orthodox
Cheyanne Vlismas,63,63,Switch
Bobby Voelker,72,74,Orthodox
Mateo Vogel,68,71,Orthodox
Danylo Voievodkin,76,78,Southpaw
Alexander Volkanovski,66,71,Orthodox
Jacob Volkmann,69,71,Southpaw
Alexander Volkov,79,80,Orthodox
Jason Von Flue,72,72,Orthodox
Milco Voorn,74,74,Orthodox
Mark Vorgeas,70,70,Orthodox
Igor Vovchanchyn,68,68,Orthodox
Jordan Vucenic,70,73,Orthodox
James Wade,70,70,Orthodox
Chris Wade,70,70,Orthodox
Neil Wain,70,70,Orthodox
TJ Waldburger,71,75,Orthodox
Chase Waldon,73,75,Orthodox
Andre Walker,71,71,Southpaw
Herschel Walker,73,73,Orthodox
Donny Walker,69,69,Orthodox
Johnny Walker,78,82,Orthodox
Brogan Walker,64,67,Switch
Valter Walker,78,78,Orthodox
Julius Walker,76,78,Orthodox
Ben Wall,70,70,Orthodox
Crafton Wallace,72,72,Orthodox
Rodney Wallace,69,72,Switch
Jeremy Wallace,69,69,Orthodox
Randall Wallace,71,73,Orthodox
James Wallace,70,69,Orthodox
Jim Wallhead,70,70,Orthodox
Cory Walmsley,72,72,Orthodox
Richard Walsh,72,73,Orthodox
Patrick Walsh,71,71,Orthodox
Erick Wanderlei,73,73,Orthodox
Dimitiri Wanderley,74,74,Orthodox
Andy Wang,66,66,Orthodox
Sai Wang,72,72,Southpaw
Anying Wang,72,72,Orthodox
Wang Cong,66,66,Southpaw
Joshua Wang-Kim,69,71,Switch
Curt Warburton,72,73,Orthodox
Brennan Ward,70,71,Orthodox
Charlie Ward,71,71,Orthodox
Terrion Ware,68,71,Orthodox
Joe Warren,66,66,Orthodox
Brian Warren,72,72,Orthodox
Merritt Warren,70,70,Southpaw
Idris Wasi,72,72,Orthodox
Kengo Watanabe,76,76,Orthodox
Kazuhisa Watanabe,66,66,Orthodox
Ron Waterman,74,74,Orthodox
Andy Waters,72,72,Orthodox
Dominic Waters,73,79,Orthodox
Trey Waters,77,77,Orthodox
Michelle Waterson-Gomez,63,62,Orthodox
Sam Watford,70,71,Orthodox
Blake Watkins,72,73,Orthodox
Kyle Watson,72,72,Southpaw
Maka Watson,70,71,Orthodox
Walel Watson,71,75,Orthodox
Tom Watson,73,73,Orthodox
Enrique Watson,72,73,Orthodox
Brok Weaver,72,73,Southpaw
Jonavin Webb,70,70,Orthodox
Stephanie Webber,66,66,Orthodox
Royston Wee,67,67,Orthodox
Darian Weeks,71,72,Orthodox
Joshua Weems,68,69,Orthodox
Daniel Weichel,70,70,Orthodox
Chris Weidman,74,78,Orthodox
Mark Weir,74,74,Southpaw
Christian Wellisch,74,77,Orthodox
Malcolm Wellmaker,70,71,Switch
Jeremiah Wells,69,74,Switch
Fabricio Werdum,76,77,Orthodox
Mike Wessel,72,72,Orthodox
Dustin West,71,71,Orthodox
Sheldon Westcott,73,71,Southpaw
Aaron Wetherspoon,71,72,Orthodox
Coty Wheeler,66,67,Orthodox
Vernon White,72,72,Southpaw
Steve White,71,71,Orthodox
Alex White,72,71,Southpaw
Craig White,74,76,Orthodox
Patrik White,72,72,Orthodox
Robert Whiteford,69,69,Southpaw
Mike Whitehead,73,73,Orthodox
Garett Whiteley,72,72,Orthodox
Mitch Whitesel,69,69,Orthodox
Emily Whitmire,65,63,Orthodox
Robert Whittaker,72,73,Orthodox
Josh Wick,69,69,Switch
Adam Wieczorek,77,81,Orthodox
Orlando Wiet,70,70,Southpaw
Jonathan Wiezorek,75,75,Southpaw
Justin Wilcox,66,66,Orthodox
Joe Wilk,69,69,Orthodox
Aaron Wilkinson,70,70,Orthodox
Mike Wilkinson,67,66,Orthodox
Rob Wilkinson,75,80,Orthodox
James Wilks,73,75,Orthodox
Tedd Williams,73,73,Orthodox
Pete Williams,75,75,Orthodox
Rubin Williams,73,73,Orthodox
Carter Williams,73,73,Orthodox
Patrick Williams,68,73,Orthodox
Tim Williams,74,76,Orthodox
Jordan Williams,73,75,Southpaw
Cole Williams,72,73,Orthodox
Khaos Williams,72,77,Orthodox
Karl Williams,75,79,Orthodox
Karl Willis,70,71,Orthodox
Justin Willis,73,78,Southpaw
Chris Wilson,73,75,Orthodox
Greg Wilson,70,71,Orthodox
Jonathan Wilson,74,75,Southpaw
Sean Wilson,68,68,Orthodox
Westin Wilson,73,73,Southpaw
Matt Wiman,70,68,Orthodox
Eddie Wineland,67,69,Orthodox
Deron Winn,66,70,Orthodox
Andre Winner,71,73,Orthodox
Eric Wisely,68,68,Southpaw
Keith Wisniewski,72,72,Orthodox
Jason Witt,70,70,Orthodox
Travis Wiuff,75,75,Orthodox
Ray Wizard,70,71,Orthodox
Karolina Wojcik,62,62,Orthodox
Danyelle Wolf,71,70,Orthodox
Brandon Wolff,69,69,Orthodox
Xue Do Won,67,67,Orthodox
Joanne Wood,66,65,Orthodox
Nathaniel Wood,66,69,Orthodox
Val Woodburn,68,74,Orthodox
Tyron Woodley,69,74,Orthodox
Salvador Woods,71,71,Orthodox
Logan Woods,72,73,Orthodox
Sean Woodson,74,78,Orthodox
Cal Worsham,71,71,Orthodox
Hunter Worsham,72,73,Orthodox
Khama Worthy,71,74,Orthodox
Eric Wray,72,72,Orthodox
Justin Wren,74,74,Orthodox
JW Wright,66,67,Orthodox
Chris Wright,70,71,Orthodox
Jordan Wright,74,77,Orthodox
Marcin Wrzosek,69,69,Orthodox
Wu Yanan,68,66,Orthodox
Wulijiburen,69,69,Orthodox
Wuziazibieke Jiahefu,69,70,Orthodox
Rubens Xavier,75,75,Orthodox
Xiao Long,68,70,Orthodox
Xie Bin,69,71,Orthodox
Van Y Nghiem,68,70,Orthodox
Jamie Yager,73,73,Orthodox
Eddie Yagin,67,67,Orthodox
Rani Yahya,66,67,Orthodox
Mohammad Yahya,69,73,Switch
Alexander Yakovlev,75,74,Southpaw
Keiichiro Yamamiya,71,71,Southpaw
Kenichi Yamamoto,72,72,Orthodox
Yoshihisa Yamamoto,74,74,Southpaw
Atsushi Yamamoto,66,66,Orthodox
Norifumi Yamamoto,64,66,Southpaw
Hiroko Yamanaka,71,71,Orthodox
Goiti Yamauchi,70,70,Orthodox
Wataru Yamauchi,66,67,Orthodox
Takeshi Yamazaki,68,68,Southpaw
Yan Xiaonan,65,63,Orthodox
Petr Yan,67,67,Switch
Yan Qihui,63,62,Orthodox
Adam Yandiev,69,74,Orthodox
Adrian Yanez,67,70,Orthodox
Dongi Yang,70,73,Southpaw
Jianping Yang,67,67,Orthodox
Masutatsu Yano,69,69,Orthodox
Emmanuel Yarborough,80,80,Open Stance
Cale Yarbrough,73,73,Orthodox
Tadao Yasuda,76,76,Orthodox
Yoshiaki Yatsu,73,73,Orthodox
Chris Yee,69,69,Orthodox
Yibugele,67,69,Southpaw
Yin Shuai,67,65,Southpaw
Yizha,67,71,Orthodox
Ashley Yoder,67,69,Southpaw
Hirotaka Yokoi,71,71,Orthodox
Kazunori Yokota,68,68,Orthodox
John Yoo,67,68,Orthodox
SangHoon Yoo,72,74,Orthodox
Joo Sang Yoo,68,70,Orthodox
Dong Sik Yoon,72,72,Orthodox
Chang Min Yoon,68,70,Orthodox
Yoshiyuki Yoshida,71,70,Southpaw
Hidehiko Yoshida,71,71,Orthodox
Kai Yoshida,66,67,Orthodox
SuYoung You,66,65,Orthodox
Kaitlin Young,69,69,Orthodox
Artenus Young,74,74,Orthodox
Trenell Young,66,66,Orthodox
Jason Young,69,73,Orthodox
Shane Young,68,72,Orthodox
Shanna Young,67,65,Orthodox
Gauge Young,69,70,Orthodox
Besam Yousef,71,71,Orthodox
Han Ten Yun,71,71,Orthodox
Rob Yundt,73,73,Orthodox
Sodiq Yusuff,69,71,Orthodox
Gilbert Yvel,74,77,Orthodox
Luke Zachrich,74,74,Orthodox
Anton Zafir,71,71,Orthodox
Aiemann Zahabi,68,68,Orthodox
Joao Zaiden,74,74,Orthodox
Youssef Zalal,70,72,Switch
Elizeu Zaleski dos Santos,71,73,Orthodox
Zach Zane,67,69,Southpaw
Roger Zapata,71,71,Southpaw
Marius Zaromskis,69,69,Orthodox
David Zawada,72,75,Orthodox
Manolo Zecchini,68,68,Orthodox
Joao Zeferino,71,71,Orthodox
Daniel Zellhuber,73,77,Switch
Craig Zellner,74,74,Orthodox
Rickson Zenidim,67,67,Orthodox
Roman Zentsov,73,73,Orthodox
Carlos Zevallos,72,72,Orthodox
Zhang Tiequan,68,69,Orthodox
Zhang Lipeng,71,71,Southpaw
Zhang Weili,64,63,Switch
Zhang Mingyang,74,75,Orthodox
Daermisi Zhawupasi,68,68,Switch
Daria Zhelezniakova,69,68,Orthodox
Yao Zhikui,65,64,Orthodox
Zhu Kangjie,66,70,Orthodox
Zhalgas Zhumagulov,64,66,Switch
Fares Ziam,73,75,Orthodox
Mike Zichelle,74,74,Orthodox
James Zikic,74,74,Orthodox
Errol Zimmerman,75,75,Orthodox
Cat Zingano,66,68,Southpaw
Igor Zinoviev,73,73,Orthodox
Dave Zitanick,71,72,Orthodox
Alex Zuniga,68,70,Orthodox
George Zuniga,69,69,Orthodox
Allan Zuniga,67,70,Orthodox
Virgil Zwicker,74,74,Orthodox
