date,red,blue,red_result,blue_result,outcome,round,time,format,r1_red_kd,r1_blue_kd,r1_red_tot_str_lnd,r1_red_tot_str_att,r1_blue_tot_str_lnd,r1_blue_tot_str_att,r1_red_td_lnd,r1_red_td_att,r1_blue_td_lnd,r1_blue_td_att,r1_red_sub_att,r1_blue_sub_att,r1_red_rev,r1_blue_rev,r1_red_ctrl,r1_blue_ctrl,r1_red_sig_str_lnd,r1_red_sig_str_att,r1_blue_sig_str_lnd,r1_blue_sig_str_att,r1_red_head_sig_str_lnd,r1_red_head_sig_str_att,r1_blue_head_sig_str_lnd,r1_blue_head_sig_str_att,r1_red_body_sig_str_lnd,r1_red_body_sig_str_att,r1_blue_body_sig_str_lnd,r1_blue_body_sig_str_att,r1_red_leg_sig_str_lnd,r1_red_leg_sig_str_att,r1_blue_leg_sig_str_lnd,r1_blue_leg_sig_str_att,r1_red_dist_sig_str_lnd,r1_red_dist_sig_str_att,r1_blue_dist_sig_str_lnd,r1_blue_dist_sig_str_att,r1_red_clch_sig_str_lnd,r1_red_clch_sig_str_att,r1_blue_clch_sig_str_lnd,r1_blue_clch_sig_str_att,r1_red_gnd_sig_str_lnd,r1_red_gnd_sig_str_att,r1_blue_gnd_sig_str_lnd,r1_blue_gnd_sig_str_att,r2_red_kd,r2_blue_kd,r2_red_tot_str_lnd,r2_red_tot_str_att,r2_blue_tot_str_lnd,r2_blue_tot_str_att,r2_red_td_lnd,r2_red_td_att,r2_blue_td_lnd,r2_blue_td_att,r2_red_sub_att,r2_blue_sub_att,r2_red_rev,r2_blue_rev,r2_red_ctrl,r2_blue_ctrl,r2_red_sig_str_lnd,r2_red_sig_str_att,r2_blue_sig_str_lnd,r2_blue_sig_str_att,r2_red_head_sig_str_lnd,r2_red_head_sig_str_att,r2_blue_head_sig_str_lnd,r2_blue_head_sig_str_att,r2_red_body_sig_str_lnd,r2_red_body_sig_str_att,r2_blue_body_sig_str_lnd,r2_blue_body_sig_str_att,r2_red_leg_sig_str_lnd,r2_red_leg_sig_str_att,r2_blue_leg_sig_str_lnd,r2_blue_leg_sig_str_att,r2_red_dist_sig_str_lnd,r2_red_dist_sig_str_att,r2_blue_dist_sig_str_lnd,r2_blue_dist_sig_str_att,r2_red_clch_sig_str_lnd,r2_red_clch_sig_str_att,r2_blue_clch_sig_str_lnd,r2_blue_clch_sig_str_att,r2_red_gnd_sig_str_lnd,r2_red_gnd_sig_str_att,r2_blue_gnd_sig_str_lnd,r2_blue_gnd_sig_str_att,r3_red_kd,r3_blue_kd,r3_red_tot_str_lnd,r3_red_tot_str_att,r3_blue_tot_str_lnd,r3_blue_tot_str_att,r3_red_td_lnd,r3_red_td_att,r3_blue_td_lnd,r3_blue_td_att,r3_red_sub_att,r3_blue_sub_att,r3_red_rev,r3_blue_rev,r3_red_ctrl,r3_blue_ctrl,r3_red_sig_str_lnd,r3_red_sig_str_att,r3_blue_sig_str_lnd,r3_blue_sig_str_att,r3_red_head_sig_str_lnd,r3_red_head_sig_str_att,r3_blue_head_sig_str_lnd,r3_blue_head_sig_str_att,r3_red_body_sig_str_lnd,r3_red_body_sig_str_att,r3_blue_body_sig_str_lnd,r3_blue_body_sig_str_att,r3_red_leg_sig_str_lnd,r3_red_leg_sig_str_att,r3_blue_leg_sig_str_lnd,r3_blue_leg_sig_str_att,r3_red_dist_sig_str_lnd,r3_red_dist_sig_str_att,r3_blue_dist_sig_str_lnd,r3_blue_dist_sig_str_att,r3_red_clch_sig_str_lnd,r3_red_clch_sig_str_att,r3_blue_clch_sig_str_lnd,r3_blue_clch_sig_str_att,r3_red_gnd_sig_str_lnd,r3_red_gnd_sig_str_att,r3_blue_gnd_sig_str_lnd,r3_blue_gnd_sig_str_att,r4_red_kd,r4_blue_kd,r4_red_tot_str_lnd,r4_red_tot_str_att,r4_blue_tot_str_lnd,r4_blue_tot_str_att,r4_red_td_lnd,r4_red_td_att,r4_blue_td_lnd,r4_blue_td_att,r4_red_sub_att,r4_blue_sub_att,r4_red_rev,r4_blue_rev,r4_red_ctrl,r4_blue_ctrl,r4_red_sig_str_lnd,r4_red_sig_str_att,r4_blue_sig_str_lnd,r4_blue_sig_str_att,r4_red_head_sig_str_lnd,r4_red_head_sig_str_att,r4_blue_head_sig_str_lnd,r4_blue_head_sig_str_att,r4_red_body_sig_str_lnd,r4_red_body_sig_str_att,r4_blue_body_sig_str_lnd,r4_blue_body_sig_str_att,r4_red_leg_sig_str_lnd,r4_red_leg_sig_str_att,r4_blue_leg_sig_str_lnd,r4_blue_leg_sig_str_att,r4_red_dist_sig_str_lnd,r4_red_dist_sig_str_att,r4_blue_dist_sig_str_lnd,r4_blue_dist_sig_str_att,r4_red_clch_sig_str_lnd,r4_red_clch_sig_str_att,r4_blue_clch_sig_str_lnd,r4_blue_clch_sig_str_att,r4_red_gnd_sig_str_lnd,r4_red_gnd_sig_str_att,r4_blue_gnd_sig_str_lnd,r4_blue_gnd_sig_str_att,r5_red_kd,r5_blue_kd,r5_red_tot_str_lnd,r5_red_tot_str_att,r5_blue_tot_str_lnd,r5_blue_tot_str_att,r5_red_td_lnd,r5_red_td_att,r5_blue_td_lnd,r5_blue_td_att,r5_red_sub_att,r5_blue_sub_att,r5_red_rev,r5_blue_rev,r5_red_ctrl,r5_blue_ctrl,r5_red_sig_str_lnd,r5_red_sig_str_att,r5_blue_sig_str_lnd,r5_blue_sig_str_att,r5_red_head_sig_str_lnd,r5_red_head_sig_str_att,r5_blue_head_sig_str_lnd,r5_blue_head_sig_str_att,r5_red_body_sig_str_lnd,r5_red_body_sig_str_att,r5_blue_body_sig_str_lnd,r5_blue_body_sig_str_att,r5_red_leg_sig_str_lnd,r5_red_leg_sig_str_att,r5_blue_leg_sig_str_lnd,r5_blue_leg_sig_str_att,r5_red_dist_sig_str_lnd,r5_red_dist_sig_str_att,r5_blue_dist_sig_str_lnd,r5_blue_dist_sig_str_att,r5_red_clch_sig_str_lnd,r5_red_clch_sig_str_att,r5_blue_clch_sig_str_lnd,r5_blue_clch_sig_str_att,r5_red_gnd_sig_str_lnd,r5_red_gnd_sig_str_att,r5_blue_gnd_sig_str_lnd,r5_blue_gnd_sig_str_att
9-Nov-24,Gaston Bolanos,Cortavious Romious,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,29,43,16,39,0,0,1,3,0,0,1,0,1:30,0:35,27,40,12,34,4,16,8,27,12,13,2,4,11,11,2,3,24,36,9,30,3,3,0,0,0,1,3,4,0,0,25,33,4,7,1,1,2,2,0,0,0,0,1:21,3:09,15,23,3,5,12,19,3,5,3,4,0,0,0,0,0,0,1,3,3,5,5,6,0,0,9,14,0,0,0,0,26,28,10,15,1,1,1,1,0,0,0,0,1:38,2:29,11,12,2,6,6,7,1,5,4,4,1,1,1,1,0,0,4,5,2,6,1,1,0,0,6,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Nov-24,Luana Pinheiro,Gillian Robertson,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,16,42,15,35,0,0,3,8,0,0,0,0,0:04,2:33,14,38,15,32,8,32,6,17,5,5,2,5,1,1,7,10,14,37,9,23,0,1,1,1,0,0,5,8,0,0,29,65,22,55,0,0,1,6,0,0,0,0,0:00,1:22,25,61,20,47,13,48,11,32,11,12,3,9,1,1,6,6,24,59,17,44,1,2,3,3,0,0,0,0,0,0,18,21,41,55,0,0,1,3,0,0,1,1,0:13,4:18,3,6,17,29,2,4,16,23,0,1,0,4,1,1,1,2,3,6,2,9,0,0,0,0,0,0,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Nov-24,Matthew Semelsberger,Charles Radtke,L,W,KO/TKO,1,0:51,3 Rnd (5-5-5),0,0,2,8,7,12,0,0,0,0,0,0,0,0,0:00,0:00,2,8,7,12,1,7,6,11,1,1,0,0,0,0,1,1,2,8,7,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Nov-24,Mansur Abdul-Malik,Dusko Todorovic,W,L,KO/TKO,1,2:44,3 Rnd (5-5-5),1,0,31,54,3,5,0,0,0,0,0,0,0,0,1:27,0:03,29,51,3,5,27,49,2,4,2,2,0,0,0,0,1,1,5,12,3,5,2,2,0,0,22,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Nov-24,Karolina Kowalkiewicz,Denise Gomes,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,11,21,32,46,0,0,0,0,0,0,0,0,0:15,2:11,7,16,22,36,0,5,8,17,5,5,12,15,2,6,2,4,4,12,12,25,3,4,10,11,0,0,0,0,0,0,21,39,28,52,0,1,0,3,0,0,0,0,0:15,2:15,13,31,23,45,5,19,9,24,4,6,9,15,4,6,5,6,12,29,18,36,1,2,5,9,0,0,0,0,0,0,29,55,31,68,0,0,0,0,0,1,0,0,0:32,1:21,26,51,28,63,11,33,13,44,10,13,12,14,5,5,3,5,23,48,23,54,3,3,5,8,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Nov-24,Elizeu Zaleski dos Santos,Zachary Scroggin,W,L,KO/TKO,1,1:15,3 Rnd (5-5-5),0,0,11,43,3,8,0,0,0,0,0,0,0,0,0:20,0:00,11,35,3,8,7,31,1,5,0,0,0,0,4,4,2,3,5,6,3,8,0,0,0,0,6,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Nov-24,Neil Magny,Carlos Prates,L,W,KO/TKO,1,4:50,5 Rnd (5-5-5-5-5),0,2,23,33,13,22,0,7,1,1,0,0,0,0,1:31,1:09,10,20,12,21,7,17,9,17,2,2,1,1,1,1,2,3,9,19,10,19,1,1,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Nov-24,Cody Stamann,Da'Mon Blackshear,L,W,Submission,1,4:19,3 Rnd (5-5-5),0,0,13,33,21,46,0,1,0,0,0,3,0,0,0:00,1:19,13,33,20,44,5,21,15,36,5,9,3,4,3,3,2,4,13,33,19,43,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Nov-24,Tresean Gore,Antonio Trocoli,W,L,Submission,1,1:23,3 Rnd (5-5-5),0,0,5,5,2,5,1,1,0,1,1,0,0,0,0:45,0:13,3,3,2,5,0,0,0,2,2,2,1,2,1,1,1,1,1,1,2,4,2,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Nov-24,Erin Blanchfield,Rose Namajunas,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),0,0,19,68,30,61,0,0,0,0,0,0,0,0,0:00,0:00,19,68,30,61,11,58,22,52,3,4,2,3,5,6,6,6,19,68,30,61,0,0,0,0,0,0,0,0,0,0,28,70,26,69,0,2,1,1,0,0,0,0,0:15,0:08,25,67,23,65,21,61,17,58,2,2,5,5,2,4,1,2,25,65,22,64,0,2,1,1,0,0,0,0,0,0,48,82,10,22,1,2,0,1,0,0,0,0,3:38,0:00,11,28,9,21,7,24,7,18,2,2,2,3,2,2,0,0,10,24,7,19,0,2,2,2,1,2,0,0,0,0,43,97,25,80,0,1,0,0,0,0,0,0,0:53,0:07,40,93,25,79,29,82,16,67,6,6,8,11,5,5,1,1,40,93,25,78,0,0,0,1,0,0,0,0,0,0,55,70,10,22,1,3,0,2,0,0,0,0,4:08,0:00,15,25,7,19,13,23,6,17,2,2,1,2,0,0,0,0,9,19,7,19,2,2,0,0,4,4,0,0
2-Nov-24,Caio Machado,Brendson Ribeiro,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),0,0,22,43,16,34,0,0,0,0,0,0,0,0,0:00,0:00,22,43,16,34,3,21,6,21,7,10,5,6,12,12,5,7,22,43,16,34,0,0,0,0,0,0,0,0,0,0,22,58,12,36,0,0,0,0,0,0,0,0,0:00,0:00,22,58,12,36,6,31,5,22,11,18,4,9,5,9,3,5,22,58,12,36,0,0,0,0,0,0,0,0,0,0,35,86,21,61,0,0,0,0,0,0,0,0,0:02,0:00,32,83,21,61,15,62,14,50,15,19,7,10,2,2,0,1,32,83,21,60,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Nov-24,Ariane da Silva,Jasmine Jasudavicius,L,W,Submission,3,2:28,3 Rnd (5-5-5),0,0,27,57,20,60,0,0,1,1,0,0,0,0,0:00,0:32,27,57,13,46,17,39,10,42,10,15,2,3,0,3,1,1,27,57,13,46,0,0,0,0,0,0,0,0,0,0,10,21,83,120,0,0,1,1,0,0,0,0,0:00,3:42,9,20,17,28,4,13,15,26,4,6,1,1,1,1,1,1,9,20,7,16,0,0,0,0,0,0,10,12,0,0,6,15,27,38,0,0,1,3,0,1,0,0,0:00,1:30,6,15,6,10,5,13,4,8,1,2,2,2,0,0,0,0,5,11,4,8,1,4,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Nov-24,Marc-Andre Barriault,Dustin Stoltzfus,L,W,KO/TKO,1,4:28,3 Rnd (5-5-5),0,1,13,17,23,32,0,0,0,0,0,1,0,0,0:01,3:54,7,11,13,20,6,10,11,17,1,1,1,2,0,0,1,1,0,2,2,5,7,9,7,10,0,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Nov-24,Chad Anheliger,Cody Gibson,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,13,19,23,35,0,0,2,2,0,1,0,0,0:00,3:37,5,9,4,16,3,7,3,12,0,0,0,1,2,2,1,3,5,9,4,15,0,0,0,0,0,0,0,1,0,0,9,14,27,40,0,0,1,2,0,1,0,0,0:00,4:39,0,1,9,11,0,1,9,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,10,0,0,37,44,9,18,0,0,2,2,0,0,0,0,0:00,4:09,6,9,3,7,5,8,3,5,0,0,0,1,1,1,0,1,6,9,2,6,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Nov-24,Serhiy Sidey,Garrett Armfield,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),0,0,23,44,24,40,0,2,1,2,1,0,0,0,0:35,0:57,20,41,24,40,8,27,20,36,8,10,3,3,4,4,1,1,17,34,22,37,3,7,2,3,0,0,0,0,0,0,40,87,44,93,0,2,0,0,0,0,0,0,0:00,0:02,39,86,43,92,28,68,34,83,9,15,6,6,2,3,3,3,37,84,42,89,2,2,1,3,0,0,0,0,0,0,12,20,9,15,0,0,3,3,2,1,1,0,0:12,3:54,9,17,4,10,4,11,3,8,5,6,0,1,0,0,1,1,6,13,1,7,2,3,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Nov-24,Alexandr Romanov,Rodrigo Nascimento,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,32,36,4,4,4,5,0,0,1,0,0,0,4:47,0:00,2,5,1,1,2,5,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,5,0,0,0,0,26,37,24,48,2,4,0,0,0,0,0,0,2:46,0:00,17,28,10,34,14,23,7,30,2,4,3,4,1,1,0,0,15,24,9,33,2,4,1,1,0,0,0,0,0,0,29,62,20,56,0,1,0,0,0,0,0,0,0:00,0:00,26,59,20,56,21,54,12,47,1,1,3,4,4,4,5,5,24,55,20,56,2,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Nov-24,Jack Shore,Youssef Zalal,L,W,Submission,2,0:59,3 Rnd (5-5-5),0,0,9,18,13,23,2,4,1,2,0,0,0,0,1:49,1:39,7,15,7,17,7,13,3,12,0,0,1,2,0,2,3,3,6,14,7,15,0,0,0,2,1,1,0,0,0,1,1,3,8,14,0,0,0,0,0,1,0,0,0:00,0:28,1,3,6,10,1,3,6,10,0,0,0,0,0,0,0,0,1,3,4,8,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Nov-24,Charles Jourdain,Victor Henry,W,L,Submission,2,3:43,3 Rnd (5-5-5),0,0,38,59,28,45,0,2,2,4,0,0,0,0,0:17,1:18,28,46,18,34,12,27,5,15,13,16,8,12,3,3,5,7,21,36,16,31,7,10,1,2,0,0,1,1,0,0,12,28,11,30,0,0,2,2,1,0,0,0,0:00,2:31,11,27,6,20,7,22,3,15,1,2,3,5,3,3,0,0,10,26,6,20,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Nov-24,Aiemann Zahabi,Pedro Munhoz,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,30,51,26,72,0,1,0,0,0,0,0,0,0:00,0:00,30,51,26,72,24,43,23,65,6,8,2,4,0,0,1,3,30,50,25,71,0,1,1,1,0,0,0,0,0,0,42,92,22,109,0,0,0,3,0,0,0,0,0:00,0:02,41,90,22,109,37,81,16,100,4,8,3,6,0,1,3,3,41,89,22,107,0,1,0,2,0,0,0,0,0,0,38,65,47,146,0,0,0,3,0,0,0,0,0:00,0:00,38,65,47,146,37,64,43,139,1,1,2,4,0,0,2,3,38,65,47,146,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Nov-24,Brandon Moreno,Amir Albazi,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),0,0,18,36,16,39,0,0,0,0,0,0,0,0,0:00,0:00,18,36,16,39,16,33,12,30,0,1,1,3,2,2,3,6,18,36,16,39,0,0,0,0,0,0,0,0,0,0,29,67,6,33,0,0,1,1,0,0,0,0,0:00,0:02,29,67,6,33,25,58,4,27,2,4,1,3,2,5,1,3,29,67,6,33,0,0,0,0,0,0,0,0,0,0,31,68,12,43,0,0,0,1,0,0,0,0,0:00,0:00,31,68,12,43,23,59,9,38,5,6,1,2,3,3,2,3,28,64,12,42,3,4,0,1,0,0,0,0,0,0,22,70,20,66,0,0,0,0,0,0,0,0,0:00,0:00,22,70,20,66,19,64,16,60,3,5,3,4,0,1,1,2,22,70,20,66,0,0,0,0,0,0,0,0,0,0,32,76,9,55,0,1,0,2,0,0,0,0,0:00,0:07,32,76,9,54,30,70,9,52,2,6,0,2,0,0,0,0,31,72,9,54,1,4,0,0,0,0,0,0
2-Nov-24,Jamey-Lyn Horth,Ivana Petrovic,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),0,0,10,16,20,33,1,1,1,1,0,0,0,1,1:02,3:23,3,8,1,9,1,6,1,9,2,2,0,0,0,0,0,0,2,6,1,9,1,2,0,0,0,0,0,0,0,0,21,31,14,31,0,0,1,3,0,0,0,0,0:22,2:43,10,19,9,25,5,14,5,19,4,4,2,4,1,1,2,2,9,17,9,25,1,2,0,0,0,0,0,0,0,0,19,47,33,64,1,3,0,2,0,0,0,1,1:06,1:39,16,43,15,41,11,32,11,36,5,11,4,5,0,0,0,0,10,35,15,41,6,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Nov-24,Mike Malott,Trevin Giles,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,12,37,9,16,0,0,0,0,0,0,0,0,0:00,0:00,12,37,9,16,2,24,4,10,4,7,0,1,6,6,5,5,12,37,9,16,0,0,0,0,0,0,0,0,0,0,28,54,17,32,0,1,0,0,0,0,0,0,0:00,0:00,28,54,17,32,13,34,13,28,8,11,2,2,7,9,2,2,28,53,17,31,0,1,0,1,0,0,0,0,0,0,19,39,8,30,0,0,0,0,0,0,0,0,0:00,0:00,19,39,8,30,7,24,6,26,7,10,1,2,5,5,1,2,19,39,8,30,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Oct-24,Lerone Murphy,Dan Ige,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,1,18,33,32,61,1,1,1,1,0,0,0,1,0:22,1:30,17,32,32,60,11,23,27,53,4,5,2,4,2,4,3,3,14,28,19,39,3,4,5,11,0,0,8,10,0,0,36,61,12,31,1,1,0,1,0,0,0,1,0:57,0:43,19,42,11,29,12,31,5,22,6,10,3,4,1,1,3,3,16,36,10,28,3,5,1,1,0,1,0,0,0,0,24,39,8,24,1,3,0,1,0,0,0,0,0:58,2:34,16,26,3,17,13,23,3,17,2,2,0,0,1,1,0,0,7,16,3,12,6,7,0,4,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Oct-24,Ismail Naurdiev,Bruno Silva,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,21,38,12,27,1,5,0,0,0,0,0,0,2:03,0:00,13,27,12,27,6,18,7,20,4,6,2,3,3,3,3,4,8,19,10,23,5,8,2,4,0,0,0,0,0,0,40,62,16,35,2,4,0,2,0,0,0,0,2:10,0:00,20,39,14,33,15,31,12,28,4,7,1,2,1,1,1,3,15,33,12,29,1,2,2,4,4,4,0,0,0,0,46,66,10,38,0,4,0,1,0,0,0,0,1:38,0:00,33,50,10,37,21,38,9,35,7,7,1,1,5,5,0,1,28,44,8,33,5,6,2,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Oct-24,Farid Basharat,Victor Hugo,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,27,50,11,39,0,1,0,3,0,1,0,0,0:42,0:04,22,38,10,38,11,24,4,24,2,4,3,8,9,10,3,6,20,33,10,38,0,0,0,0,2,5,0,0,0,0,30,71,25,66,0,0,1,1,0,0,0,0,0:02,0:14,30,71,25,66,22,59,11,40,5,8,9,17,3,4,5,9,29,69,25,66,1,2,0,0,0,0,0,0,0,0,32,47,12,23,4,6,0,0,0,0,0,0,3:53,0:00,8,17,10,21,6,15,8,18,1,1,2,3,1,1,0,0,5,14,8,18,1,1,2,3,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Oct-24,Kennedy Nzechukwu,Chris Barnett,W,L,KO/TKO,1,4:27,3 Rnd (5-5-5),0,0,51,74,12,34,0,0,0,1,0,0,0,0,0:00,0:00,51,74,12,34,28,50,3,22,22,23,2,3,1,1,7,9,50,73,12,34,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Oct-24,Abus Magomedov,Brunno Ferreira,W,L,Submission,3,3:14,3 Rnd (5-5-5),0,0,14,29,2,12,0,0,0,0,0,0,0,0,0:00,0:00,14,29,2,12,4,17,0,8,5,7,2,4,5,5,0,0,14,29,2,12,0,0,0,0,0,0,0,0,0,0,21,37,22,47,2,5,0,0,0,1,0,0,2:14,0:06,8,23,20,42,3,18,16,38,2,2,4,4,3,3,0,0,8,21,18,37,0,0,0,1,0,2,2,4,0,0,10,15,12,24,2,3,0,0,1,0,0,1,1:22,0:07,4,7,7,17,3,5,4,13,1,2,3,4,0,0,0,0,4,7,6,16,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
