date,red,blue,red_result,blue_result,outcome,round,time,format,r1_red_kd,r1_blue_kd,r1_red_tot_str_lnd,r1_red_tot_str_att,r1_blue_tot_str_lnd,r1_blue_tot_str_att,r1_red_td_lnd,r1_red_td_att,r1_blue_td_lnd,r1_blue_td_att,r1_red_sub_att,r1_blue_sub_att,r1_red_rev,r1_blue_rev,r1_red_ctrl,r1_blue_ctrl,r1_red_sig_str_lnd,r1_red_sig_str_att,r1_blue_sig_str_lnd,r1_blue_sig_str_att,r1_red_head_sig_str_lnd,r1_red_head_sig_str_att,r1_blue_head_sig_str_lnd,r1_blue_head_sig_str_att,r1_red_body_sig_str_lnd,r1_red_body_sig_str_att,r1_blue_body_sig_str_lnd,r1_blue_body_sig_str_att,r1_red_leg_sig_str_lnd,r1_red_leg_sig_str_att,r1_blue_leg_sig_str_lnd,r1_blue_leg_sig_str_att,r1_red_dist_sig_str_lnd,r1_red_dist_sig_str_att,r1_blue_dist_sig_str_lnd,r1_blue_dist_sig_str_att,r1_red_clch_sig_str_lnd,r1_red_clch_sig_str_att,r1_blue_clch_sig_str_lnd,r1_blue_clch_sig_str_att,r1_red_gnd_sig_str_lnd,r1_red_gnd_sig_str_att,r1_blue_gnd_sig_str_lnd,r1_blue_gnd_sig_str_att,r2_red_kd,r2_blue_kd,r2_red_tot_str_lnd,r2_red_tot_str_att,r2_blue_tot_str_lnd,r2_blue_tot_str_att,r2_red_td_lnd,r2_red_td_att,r2_blue_td_lnd,r2_blue_td_att,r2_red_sub_att,r2_blue_sub_att,r2_red_rev,r2_blue_rev,r2_red_ctrl,r2_blue_ctrl,r2_red_sig_str_lnd,r2_red_sig_str_att,r2_blue_sig_str_lnd,r2_blue_sig_str_att,r2_red_head_sig_str_lnd,r2_red_head_sig_str_att,r2_blue_head_sig_str_lnd,r2_blue_head_sig_str_att,r2_red_body_sig_str_lnd,r2_red_body_sig_str_att,r2_blue_body_sig_str_lnd,r2_blue_body_sig_str_att,r2_red_leg_sig_str_lnd,r2_red_leg_sig_str_att,r2_blue_leg_sig_str_lnd,r2_blue_leg_sig_str_att,r2_red_dist_sig_str_lnd,r2_red_dist_sig_str_att,r2_blue_dist_sig_str_lnd,r2_blue_dist_sig_str_att,r2_red_clch_sig_str_lnd,r2_red_clch_sig_str_att,r2_blue_clch_sig_str_lnd,r2_blue_clch_sig_str_att,r2_red_gnd_sig_str_lnd,r2_red_gnd_sig_str_att,r2_blue_gnd_sig_str_lnd,r2_blue_gnd_sig_str_att,r3_red_kd,r3_blue_kd,r3_red_tot_str_lnd,r3_red_tot_str_att,r3_blue_tot_str_lnd,r3_blue_tot_str_att,r3_red_td_lnd,r3_red_td_att,r3_blue_td_lnd,r3_blue_td_att,r3_red_sub_att,r3_blue_sub_att,r3_red_rev,r3_blue_rev,r3_red_ctrl,r3_blue_ctrl,r3_red_sig_str_lnd,r3_red_sig_str_att,r3_blue_sig_str_lnd,r3_blue_sig_str_att,r3_red_head_sig_str_lnd,r3_red_head_sig_str_att,r3_blue_head_sig_str_lnd,r3_blue_head_sig_str_att,r3_red_body_sig_str_lnd,r3_red_body_sig_str_att,r3_blue_body_sig_str_lnd,r3_blue_body_sig_str_att,r3_red_leg_sig_str_lnd,r3_red_leg_sig_str_att,r3_blue_leg_sig_str_lnd,r3_blue_leg_sig_str_att,r3_red_dist_sig_str_lnd,r3_red_dist_sig_str_att,r3_blue_dist_sig_str_lnd,r3_blue_dist_sig_str_att,r3_red_clch_sig_str_lnd,r3_red_clch_sig_str_att,r3_blue_clch_sig_str_lnd,r3_blue_clch_sig_str_att,r3_red_gnd_sig_str_lnd,r3_red_gnd_sig_str_att,r3_blue_gnd_sig_str_lnd,r3_blue_gnd_sig_str_att,r4_red_kd,r4_blue_kd,r4_red_tot_str_lnd,r4_red_tot_str_att,r4_blue_tot_str_lnd,r4_blue_tot_str_att,r4_red_td_lnd,r4_red_td_att,r4_blue_td_lnd,r4_blue_td_att,r4_red_sub_att,r4_blue_sub_att,r4_red_rev,r4_blue_rev,r4_red_ctrl,r4_blue_ctrl,r4_red_sig_str_lnd,r4_red_sig_str_att,r4_blue_sig_str_lnd,r4_blue_sig_str_att,r4_red_head_sig_str_lnd,r4_red_head_sig_str_att,r4_blue_head_sig_str_lnd,r4_blue_head_sig_str_att,r4_red_body_sig_str_lnd,r4_red_body_sig_str_att,r4_blue_body_sig_str_lnd,r4_blue_body_sig_str_att,r4_red_leg_sig_str_lnd,r4_red_leg_sig_str_att,r4_blue_leg_sig_str_lnd,r4_blue_leg_sig_str_att,r4_red_dist_sig_str_lnd,r4_red_dist_sig_str_att,r4_blue_dist_sig_str_lnd,r4_blue_dist_sig_str_att,r4_red_clch_sig_str_lnd,r4_red_clch_sig_str_att,r4_blue_clch_sig_str_lnd,r4_blue_clch_sig_str_att,r4_red_gnd_sig_str_lnd,r4_red_gnd_sig_str_att,r4_blue_gnd_sig_str_lnd,r4_blue_gnd_sig_str_att,r5_red_kd,r5_blue_kd,r5_red_tot_str_lnd,r5_red_tot_str_att,r5_blue_tot_str_lnd,r5_blue_tot_str_att,r5_red_td_lnd,r5_red_td_att,r5_blue_td_lnd,r5_blue_td_att,r5_red_sub_att,r5_blue_sub_att,r5_red_rev,r5_blue_rev,r5_red_ctrl,r5_blue_ctrl,r5_red_sig_str_lnd,r5_red_sig_str_att,r5_blue_sig_str_lnd,r5_blue_sig_str_att,r5_red_head_sig_str_lnd,r5_red_head_sig_str_att,r5_blue_head_sig_str_lnd,r5_blue_head_sig_str_att,r5_red_body_sig_str_lnd,r5_red_body_sig_str_att,r5_blue_body_sig_str_lnd,r5_blue_body_sig_str_att,r5_red_leg_sig_str_lnd,r5_red_leg_sig_str_att,r5_blue_leg_sig_str_lnd,r5_blue_leg_sig_str_att,r5_red_dist_sig_str_lnd,r5_red_dist_sig_str_att,r5_blue_dist_sig_str_lnd,r5_blue_dist_sig_str_att,r5_red_clch_sig_str_lnd,r5_red_clch_sig_str_att,r5_blue_clch_sig_str_lnd,r5_blue_clch_sig_str_att,r5_red_gnd_sig_str_lnd,r5_red_gnd_sig_str_att,r5_blue_gnd_sig_str_lnd,r5_blue_gnd_sig_str_att
27-Jan-18,Erik Koch,King Green,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,26,49,29,42,1,1,0,3,0,0,0,0,1:28,0:44,22,45,27,40,17,38,8,16,1,1,7,12,4,6,12,12,13,33,13,25,1,2,14,15,8,10,0,0,0,0,25,72,36,80,0,0,0,0,0,0,0,0,0:00,0:04,25,72,34,77,19,64,12,45,6,7,18,25,0,1,4,7,23,68,20,61,2,4,14,16,0,0,0,0,0,0,9,29,69,98,0,0,1,2,0,0,1,1,0:28,2:29,9,29,49,77,9,27,28,55,0,2,18,19,0,0,3,3,9,28,22,42,0,0,9,11,0,1,18,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-18,Randa Markos,Juliana Lima,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,30,33,13,20,0,3,1,1,0,0,1,0,2:41,1:28,22,25,10,17,1,2,3,5,5,5,2,3,16,18,5,9,1,2,1,6,16,18,9,11,5,5,0,0,0,0,40,54,12,22,1,2,0,0,0,0,0,0,2:35,1:02,10,19,3,10,7,16,0,1,3,3,0,4,0,0,3,5,1,7,3,10,2,2,0,0,7,10,0,0,0,0,44,62,9,14,1,2,0,1,0,0,0,0,3:56,0:40,14,21,5,10,3,7,2,5,2,3,3,4,9,11,0,1,2,5,2,7,11,13,3,3,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-18,Justine Kish,Ji Yeon Kim,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),0,0,23,54,14,50,0,0,0,0,0,0,0,0,0:00,0:00,23,54,14,50,9,31,10,46,5,9,2,2,9,14,2,2,23,54,14,50,0,0,0,0,0,0,0,0,0,0,31,61,18,70,0,0,0,0,0,0,0,0,0:00,0:00,31,61,18,69,13,40,16,66,7,8,2,3,11,13,0,0,30,60,18,68,1,1,0,1,0,0,0,0,0,0,42,88,36,96,0,0,0,0,0,0,0,0,0:00,0:00,42,88,36,96,21,61,34,89,10,14,1,6,11,13,1,1,40,83,34,92,2,5,2,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-18,Mirsad Bektic,Godofredo Pepey,W,L,KO/TKO,1,2:47,3 Rnd (5-5-5),1,0,12,34,5,17,0,0,0,0,0,0,0,0,0:04,0:00,12,33,5,17,7,24,2,12,1,4,2,4,4,5,1,1,9,29,4,16,0,0,1,1,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-18,Jacare Souza,Derek Brunson,W,L,KO/TKO,1,3:50,5 Rnd (5-5-5-5-5),1,0,9,21,8,34,0,1,0,0,0,0,0,0,0:04,0:00,9,21,8,34,7,10,5,28,2,11,2,4,0,0,1,2,6,17,8,34,1,1,0,0,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-18,Dennis Bermudez,Andre Fili,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),0,0,43,74,35,77,0,4,2,2,0,0,0,0,1:16,0:10,35,66,28,70,19,47,23,64,4,6,1,2,12,13,4,4,33,59,28,68,2,7,0,2,0,0,0,0,0,0,41,63,27,63,0,6,2,5,0,0,0,0,1:23,0:35,27,48,23,59,12,31,19,53,3,4,3,5,12,13,1,1,24,42,20,54,3,6,3,5,0,0,0,0,0,0,49,90,31,102,1,1,0,5,0,0,0,0,0:32,0:05,41,82,29,100,25,60,28,97,5,11,1,2,11,11,0,1,34,75,28,98,7,7,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-18,Jordan Rinaldi,Gregor Gillespie,L,W,KO/TKO,1,4:46,3 Rnd (5-5-5),0,0,7,16,42,63,0,0,1,2,0,0,0,0,0:00,3:43,7,16,34,55,5,14,31,51,1,1,1,2,1,1,2,2,7,16,5,19,0,0,1,1,0,0,28,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-18,Vinc Pichel,Joaquim Silva,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,14,39,13,23,0,1,0,0,0,0,0,0,0:23,0:00,13,38,6,16,3,25,3,12,3,3,2,3,7,10,1,1,10,35,6,16,3,3,0,0,0,0,0,0,0,0,19,48,12,31,0,1,0,0,0,0,0,0,0:12,0:00,19,48,11,30,9,30,7,23,3,8,1,3,7,10,3,4,17,45,11,30,2,3,0,0,0,0,0,0,0,0,29,101,29,55,1,2,0,0,0,0,0,0,0:14,0:00,28,100,28,54,12,80,20,44,9,10,7,9,7,10,1,1,23,94,27,51,5,6,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-18,Austin Arnett,Cory Sandhagen,L,W,KO/TKO,2,3:48,3 Rnd (5-5-5),0,0,26,67,61,101,0,0,1,1,0,0,0,0,0:37,1:06,23,63,48,86,20,59,26,60,3,4,16,19,0,0,6,7,22,58,30,60,1,5,8,13,0,0,10,13,0,1,9,28,47,78,1,1,0,0,0,0,0,1,0:31,0:49,9,27,32,61,9,25,21,44,0,2,7,13,0,0,4,4,9,26,15,30,0,1,12,20,0,0,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-18,Niko Price,George Sullivan,W,L,Submission,2,4:21,3 Rnd (5-5-5),0,0,10,24,19,44,1,4,0,5,2,0,1,0,2:14,0:31,10,22,7,31,2,13,3,25,4,5,2,3,4,4,2,3,5,14,4,27,4,7,3,4,1,1,0,0,0,0,25,43,23,44,1,1,1,1,1,0,0,0,0:44,2:33,14,25,14,30,11,21,12,28,3,4,1,1,0,0,1,1,6,13,3,10,3,6,1,1,5,6,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-18,Islam Makhachev,Gleison Tibau,W,L,KO/TKO,1,0:57,3 Rnd (5-5-5),1,0,3,6,2,4,0,0,0,0,0,0,0,0,0:01,0:00,3,6,2,4,2,5,1,2,1,1,0,1,0,0,1,1,2,4,2,4,0,0,0,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-18,Matt Bessette,Enrique Barzola,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,12,53,16,36,0,0,1,2,0,0,0,0,0:00,0:56,11,52,15,34,7,37,3,19,4,14,7,8,0,1,5,7,10,51,13,28,1,1,0,0,0,0,2,6,0,0,15,39,25,39,0,0,3,5,0,0,0,0,0:00,2:16,9,33,17,31,3,25,7,18,5,7,4,7,1,1,6,6,8,32,9,17,1,1,0,0,0,0,8,14,0,0,28,66,32,68,0,0,1,3,0,0,0,0,0:00,1:22,23,61,23,57,17,51,15,46,6,10,2,2,0,0,6,9,23,60,21,53,0,1,0,0,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-18,Daniel Cormier,Volkan Oezdemir,W,L,KO/TKO,2,2:00,5 Rnd (5-5-5-5-5),0,0,29,56,41,83,1,2,0,0,1,0,0,0,0:16,0:07,27,54,37,79,25,52,22,60,1,1,11,15,1,1,4,4,22,43,32,67,3,8,5,12,2,3,0,0,0,0,55,57,1,3,1,1,0,0,0,0,0,0,1:27,0:00,5,7,1,3,5,7,1,3,0,0,0,0,0,0,0,0,2,3,1,3,0,0,0,0,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-18,Dan Ige,Julio Arce,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,5,31,23,55,1,6,0,0,0,0,0,0,0:40,0:21,5,30,23,55,0,20,18,50,2,6,4,4,3,4,1,1,4,26,17,46,1,4,4,7,0,0,2,2,0,0,14,40,33,76,0,5,0,0,0,0,0,0,0:33,0:14,13,38,20,63,8,28,17,59,1,4,3,4,4,6,0,0,13,35,18,60,0,3,2,3,0,0,0,0,0,0,17,45,31,85,0,2,0,0,0,0,0,0,0:03,0:09,17,45,29,83,7,30,25,75,3,7,4,8,7,8,0,0,16,41,26,78,1,4,2,4,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-18,Dustin Ortiz,Alexandre Pantoja,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,20,32,28,31,1,1,0,0,0,2,1,1,0:42,3:54,2,9,6,9,1,7,4,7,1,1,2,2,0,1,0,0,0,6,2,5,0,1,1,1,2,2,3,3,0,0,32,62,16,39,4,8,0,0,0,0,0,0,2:40,0:20,23,53,11,34,13,40,7,28,4,6,2,3,6,7,2,3,16,44,11,33,5,6,0,1,2,3,0,0,0,0,40,53,5,9,2,3,1,1,0,0,1,1,1:28,3:04,11,18,2,6,5,12,2,6,3,3,0,0,3,3,0,0,5,10,2,6,1,1,0,0,5,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-18,Stipe Miocic,Francis Ngannou,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),0,0,24,33,18,65,2,5,0,0,0,0,0,0,1:58,0:01,16,25,15,62,13,22,14,61,2,2,1,1,1,1,0,0,12,19,13,55,2,2,2,7,2,4,0,0,0,0,29,37,4,27,2,3,0,0,0,0,0,0,2:17,0:00,17,24,4,27,7,13,2,23,4,5,2,4,6,6,0,0,14,20,4,27,0,0,0,0,3,4,0,0,0,0,47,58,7,14,1,3,0,1,0,0,0,0,3:49,0:01,12,16,1,8,8,12,1,8,0,0,0,0,4,4,0,0,4,5,1,8,2,2,0,0,6,9,0,0,0,0,82,95,0,3,1,1,0,0,0,0,0,0,4:39,0:00,18,21,0,3,15,18,0,3,2,2,0,0,1,1,0,0,1,1,0,3,0,0,0,0,17,20,0,0,0,0,18,21,4,17,0,2,0,0,0,1,0,0,2:22,0:00,7,9,1,13,2,2,0,11,1,2,1,2,4,5,0,0,6,7,1,12,1,2,0,1,0,0,0,0
20-Jan-18,Sabah Homasi,Abdul Razak Alhassan,L,W,KO/TKO,1,3:47,3 Rnd (5-5-5),0,1,9,26,20,42,1,2,0,0,0,0,0,0,1:04,0:02,8,25,13,33,3,19,11,29,5,6,0,1,0,0,2,3,4,20,11,28,4,5,2,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-18,Gian Villante,Francimar Barroso,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),0,0,15,50,21,26,0,0,0,0,0,0,0,0,0:00,0:00,15,50,21,26,12,45,9,11,1,1,5,8,2,4,7,7,15,50,21,26,0,0,0,0,0,0,0,0,0,0,35,79,26,57,0,0,0,0,0,0,0,0,0:00,0:00,35,79,26,57,26,69,13,41,5,6,7,10,4,4,6,6,35,78,26,56,0,1,0,1,0,0,0,0,0,0,24,80,27,45,0,0,0,0,0,0,0,0,0:00,0:00,24,80,27,45,19,70,16,34,5,10,6,6,0,0,5,5,24,80,27,45,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-18,Kyle Bochniak,Brandon Davis,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,8,17,17,30,2,6,0,0,0,0,0,0,2:30,0:00,7,16,7,20,5,11,1,14,2,5,3,3,0,0,3,3,6,15,6,19,1,1,1,1,0,0,0,0,0,0,13,59,21,48,0,3,0,0,0,0,0,0,0:13,0:03,13,59,19,46,13,54,9,33,0,5,3,5,0,0,7,8,10,50,18,43,3,9,1,3,0,0,0,0,0,0,14,58,21,55,1,6,1,1,0,0,0,0,1:07,0:05,13,57,12,46,11,52,9,40,2,5,1,3,0,0,2,3,10,53,11,44,3,4,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-18,Thomas Almeida,Rob Font,L,W,KO/TKO,2,2:24,3 Rnd (5-5-5),0,0,15,65,23,84,0,0,0,1,0,0,0,0,0:00,0:24,15,64,18,79,8,50,16,71,0,4,0,5,7,10,2,3,15,64,16,76,0,0,2,3,0,0,0,0,0,2,9,27,25,55,0,0,1,2,0,0,0,0,0:04,0:38,9,26,23,53,3,16,19,49,2,4,4,4,4,6,0,0,9,25,10,35,0,1,9,12,0,0,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-18,Calvin Kattar,Shane Burgos,W,L,KO/TKO,3,0:32,3 Rnd (5-5-5),0,0,40,76,33,78,0,0,0,0,0,0,0,0,0:00,0:00,40,76,33,78,32,66,21,61,4,5,8,12,4,5,4,5,40,76,33,78,0,0,0,0,0,0,0,0,0,0,36,95,57,103,0,1,0,0,0,0,0,0,0:07,0:00,35,94,55,101,31,84,25,60,1,5,17,25,3,5,13,16,34,92,52,97,1,2,3,4,0,0,0,0,1,0,10,24,1,7,0,0,0,0,0,0,0,0,0:06,0:00,10,24,1,7,10,24,0,5,0,0,0,1,0,0,1,1,5,14,1,7,0,0,0,0,5,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jan-18,Talita Bernardo,Irene Aldana,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,19,32,57,107,0,5,1,1,0,0,0,1,1:38,0:52,13,26,28,72,7,19,22,64,2,2,3,4,4,5,3,4,10,22,15,55,2,3,3,4,1,1,10,13,0,0,34,53,55,75,1,2,0,1,0,0,0,0,3:37,0:00,12,27,12,29,9,23,10,26,1,2,2,3,2,2,0,0,5,16,7,21,0,0,0,1,7,11,5,7,0,0,21,34,36,76,0,4,0,0,0,0,1,2,0:42,0:34,21,34,30,70,15,27,25,63,0,0,5,6,6,7,0,1,21,34,24,64,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jan-18,Kamaru Usman,Emil Meek,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,27,29,25,34,3,9,0,0,0,1,0,0,4:52,0:00,13,14,3,10,4,5,2,9,5,5,1,1,4,4,0,0,0,0,1,4,5,5,0,0,8,9,2,6,0,0,49,58,23,44,1,4,0,0,0,1,0,0,3:54,0:02,18,27,13,31,15,24,8,24,2,2,3,5,1,1,2,2,3,6,6,23,3,3,1,1,12,18,6,7,0,0,36,45,38,53,4,6,0,0,0,0,0,0,4:05,0:00,19,25,14,26,10,15,10,21,2,3,3,4,7,7,1,1,5,9,10,21,0,0,3,3,14,16,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jan-18,Kalindra Faria,Jessica Eye,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),0,0,21,34,20,31,1,1,0,1,1,6,0,0,0:48,0:00,17,28,7,14,14,24,6,12,2,3,1,2,1,1,0,0,7,16,4,10,3,4,1,1,7,8,2,3,0,0,7,12,11,13,0,0,1,1,0,0,0,0,0:00,4:40,4,4,5,6,2,2,3,4,2,2,0,0,0,0,2,2,0,0,0,0,2,2,2,2,2,2,3,4,0,0,24,45,22,42,0,1,2,2,0,0,0,0,0:15,1:44,17,38,13,29,12,32,11,26,2,3,1,2,3,3,1,1,11,32,11,25,2,2,0,0,4,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jan-18,Jeremy Stephens,Dooho Choi,W,L,KO/TKO,2,2:36,5 Rnd (5-5-5-5-5),0,0,22,73,30,57,0,0,0,0,0,0,0,0,0:00,0:04,22,73,30,57,13,59,14,34,2,2,2,5,7,12,14,18,20,71,28,54,2,2,2,3,0,0,0,0,1,0,27,60,15,23,0,0,0,0,0,0,0,0,0:11,0:00,27,60,14,22,19,52,10,17,4,4,1,2,4,4,3,3,22,53,14,22,1,1,0,0,4,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jan-18,Paige VanZant,Jessica-Rose Clark,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),0,0,21,30,24,37,0,1,1,2,0,0,0,1,0:04,3:40,7,16,12,25,5,12,9,21,2,3,2,3,0,1,1,1,7,15,5,15,0,1,3,5,0,0,4,5,0,0,47,59,26,34,0,1,1,1,0,1,1,0,2:29,1:57,19,29,15,22,15,23,10,17,3,5,4,4,1,1,1,1,6,13,2,6,1,1,1,1,12,15,12,15,0,0,28,73,28,51,0,0,0,0,0,0,0,0,0:00,0:00,28,73,28,51,9,40,17,33,13,24,6,12,6,9,5,6,27,72,25,46,1,1,3,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jan-18,Kyung Ho Kang,Guido Cannetti,W,L,Submission,1,4:53,3 Rnd (5-5-5),0,0,28,36,22,42,1,2,1,2,1,0,0,0,0:38,1:27,3,11,19,39,3,9,12,29,0,2,4,7,0,0,3,3,1,8,9,29,1,1,5,5,1,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
